name,date_of_birth,place_of_birth,team,season_start_year,season_end_year,competition,competitionNation,Foreign,Colony,Language,latitude,longitude
1,2/9/92,Argentina,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,1/4/87,Portugal,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,Portuguese,39.399872,-8.224454
1,17/6/91,Uruguay,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,Spanish,-32.522779,-55.765835
1,31/12/91,Togo,getafe-cf,2017,2018,La liga,Spain,foreign,Germany,French,8.619543,0.824782
1,31/10/97,Uruguay,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,Spanish,-32.522779,-55.765835
1,27/4/88,Uruguay,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,Spanish,-32.522779,-55.765835
1,30/9/95,Uruguay,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,Spanish,-32.522779,-55.765835
1,1/8/88,Morocco,getafe-cf,2017,2018,La liga,Spain,foreign,France,Arabic,31.791702,-7.09262
1,7/3/84,France,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,French,46.227638,2.213749
1,6/4/97,Ecuador,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,Spanish,-1.831239,-78.183406
1,20/9/97,Senegal,getafe-cf,2017,2018,La liga,Spain,foreign,France,French,14.497401,-14.452362
1,20/7/98,Congo,getafe-cf,2017,2018,La liga,Spain,foreign,France,French,-0.228021,15.827659
1,28/5/92,Japan,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,Japanese,36.204824,138.252924
1,16/7/96,Senegal,getafe-cf,2017,2018,La liga,Spain,foreign,France,French,14.497401,-14.452362
1,2/1/87,France,getafe-cf,2017,2018,La liga,Spain,foreign,Independent,French,46.227638,2.213749
1,5/4/91,Morocco,girona-fc,2017,2018,La liga,Spain,foreign,France,Arabic,31.791702,-7.09262
1,15/7/96,Poland,girona-fc,2017,2018,La liga,Spain,foreign,Germany,Polish,51.919438,19.145136
1,11/7/89,Colombia,girona-fc,2017,2018,La liga,Spain,foreign,Independent,Spanish,4.570868,-74.297333
1,21/8/92,Colombia,girona-fc,2017,2018,La liga,Spain,foreign,Independent,Spanish,4.570868,-74.297333
1,3/3/97,Uruguay,girona-fc,2017,2018,La liga,Spain,foreign,Independent,Spanish,-32.522779,-55.765835
1,9/5/98,Brazil,girona-fc,2017,2018,La liga,Spain,foreign,Independent,Portuguese,-14.235004,-51.92528
1,17/4/98,Cameroon,girona-fc,2017,2018,La liga,Spain,foreign,Germany,English/French,7.369722,12.354722
1,25/4/93,Honduras,girona-fc,2017,2018,La liga,Spain,foreign,Independent,Spanish,15.199999,-86.241905
1,26/3/94,Kenya,girona-fc,2017,2018,La liga,Spain,foreign,United Kingdom,English,-0.023559,37.906193
1,12/10/86,Uruguay,girona-fc,2017,2018,La liga,Spain,foreign,Independent,Spanish,-32.522779,-55.765835
1,7/2/89,Morocco,girona-fc,2017,2018,La liga,Spain,foreign,France,Arabic,31.791702,-7.09262
1,3/11/93,Italy,cd-alaves,2017,2018,La liga,Spain,foreign,Independent,Italian,41.87194,12.56738
1,6/5/94,Chile,cd-alaves,2017,2018,La liga,Spain,foreign,Independent,Spanish,-35.675147,-71.542969
1,25/2/89,Paraguay,cd-alaves,2017,2018,La liga,Spain,foreign,Independent,Spanish,-23.442503,-58.443832
1,15/11/89,Colombia,cd-alaves,2017,2018,La liga,Spain,foreign,Independent,Spanish,4.570868,-74.297333
1,25/7/90,Ghana,cd-alaves,2017,2018,La liga,Spain,foreign,United Kingdom,English,7.946527,-1.023194
1,25/3/98,Bosnia-Herzegovina,cd-alaves,2017,2018,La liga,Spain,foreign,Independent,Bosnian,43.915886,17.679076
1,15/4/92,Sweden,cd-alaves,2017,2018,La liga,Spain,foreign,Independent,Swedish ,60.128161,18.643501
1,24/3/88,Venezuela,cd-alaves,2017,2018,La liga,Spain,foreign,Independent,Spanish,6.42375,-66.58973
1,15/1/99,Brazil,atletico-madrid,2017,2018,La liga,Spain,foreign,Independent,Portuguese,-14.235004,-51.92528
1,7/1/93,Slovenia,atletico-madrid,2017,2018,La liga,Spain,foreign,Colonized,Slovene,46.151241,14.995463
1,28/2/96,Argentina,atletico-madrid,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,9/8/85,Brazil,atletico-madrid,2017,2018,La liga,Spain,foreign,Independent,Portuguese,-14.235004,-51.92528
1,20/1/95,Uruguay,atletico-madrid,2017,2018,La liga,Spain,foreign,Independent,Spanish,-32.522779,-55.765835
1,16/2/86,Uruguay,atletico-madrid,2017,2018,La liga,Spain,foreign,Independent,Spanish,-32.522779,-55.765835
1,14/2/96,France,atletico-madrid,2017,2018,La liga,Spain,foreign,Independent,French,46.227638,2.213749
