name,date_of_birth,place_of_birth,team,season_start_year,season_end_year,competition,competitionNation,Foreign,Colony,Language,latitude,longitude
1,14/2/93,Austria,hertha-bsc,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,6/6/84,Czech Republic,hertha-bsc,2011,2012,Bundesliga,Germany,foreign,Other Countries,Czech,49.817492,15.472962
1,3/12/79,Croatia,hertha-bsc,2011,2012,Bundesliga,Germany,foreign,Other Countries,Croatian,45.1,15.2
1,18/7/88,Tunisia,hertha-bsc,2011,2012,Bundesliga,Germany,foreign,France,Arabic,33.886917,9.537499
1,10/7/77,Georgia,hertha-bsc,2011,2012,Bundesliga,Germany,foreign,Other Countries,Georgian,42.315407,43.356892
1,12/12/92,Austria,hertha-bsc,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,22/6/87,Australia,hertha-bsc,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,-25.274398,133.775136
1,31/8/75,Croatia,hertha-bsc,2011,2012,Bundesliga,Germany,foreign,Other Countries,Croatian,45.1,15.2
1,28/4/79,Macedonia,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Other Countries,Macedonian,41.608635,21.745275
1,14/12/78,Czech Republic,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Other Countries,Czech,49.817492,15.472962
1,16/9/80,Slovakia,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Other Countries,Slovak/Bulgarian/Czech/Polish/German/Romani/Rusyn Serbian Ukrainian,48.669026,19.699024
1,2/1/88,Austria,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,15/10/83,Austria,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,17/3/86,Poland,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Germany,Polish,51.919438,19.145136
1,16/10/88,Hungary,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Other Countries,Hungarian,47.162494,19.503304
1,28/5/86,Tunisia,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,France,Arabic,33.886917,9.537499
1,23/3/89,Cameroon,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Germany,English/French,7.369722,12.354722
1,9/12/87,Hungary,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Other Countries,Hungarian,47.162494,19.503304
1,14/10/90,Nigeria,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,9.081999,8.675277
1,26/2/88,Azerbaijan,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,Other Countries,Azerbaijani,40.143105,47.576927
1,11/12/81,Egypt,1-fsv-mainz-05,2011,2012,Bundesliga,Germany,foreign,United Kingdom,Arabic,26.820553,30.802498
1,28/6/88,Nigeria,werder-bremen,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,9.081999,8.675277
1,1/2/87,Poland,werder-bremen,2011,2012,Bundesliga,Germany,foreign,Germany,Polish,51.919438,19.145136
1,21/6/87,Austria,werder-bremen,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,26/9/87,Austria,werder-bremen,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,19/4/89,Austria,werder-bremen,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,7/2/89,Morocco,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,France,Arabic,31.791702,-7.09262
1,20/12/79,Belgium,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/French,50.503887,4.469936
1,15/5/83,Sierra Leone,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,8.460555,-11.779889
1,1/9/83,Netherlands,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/English,52.132633,5.291266
1,12/11/83,Gambia,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,13.443182,-15.310139
1,4/9/86,Suriname,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Dutch,3.919305,-56.027783
1,27/2/89,South Korea,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Korean,35.907757,127.766922
1,1/11/89,Czech Republic,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Czech,49.817492,15.472962
1,6/5/82,Cameroon,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Germany,English/French,7.369722,12.354722
1,18/6/79,Zambia,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,-13.133897,27.849332
1,31/7/82,Albania,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Albanian,41.153332,20.168331
1,10/1/84,Angola,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Portuguese,-11.202692,17.873887
1,13/6/63,Netherlands,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/English,52.132633,5.291266
1,7/5/66,Netherlands,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/English,52.132633,5.291266
1,23/4/68,Croatia,fc-augsburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Croatian,45.1,15.2
1,20/3/84,Austria,fortuna-duesseldorf,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,17/6/92,Azerbaijan,fortuna-duesseldorf,2011,2012,Bundesliga,Germany,foreign,Other Countries,Azerbaijani,40.143105,47.576927
1,5/10/88,Australia,fortuna-duesseldorf,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,-25.274398,133.775136
1,14/2/89,Poland,fortuna-duesseldorf,2011,2012,Bundesliga,Germany,foreign,Germany,Polish,51.919438,19.145136
1,11/10/87,Finland,fortuna-duesseldorf,2011,2012,Bundesliga,Germany,foreign,Other Countries,Finnish,61.92411,25.748151
1,17/8/86,Austria,rb-leipzig,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,20/1/82,Poland,rb-leipzig,2011,2012,Bundesliga,Germany,foreign,Germany,Polish,51.919438,19.145136
1,19/10/82,Finland,rb-leipzig,2011,2012,Bundesliga,Germany,foreign,Other Countries,Finnish,61.92411,25.748151
1,4/2/82,Austria,rb-leipzig,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,28/10/59,Austria,rb-leipzig,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,25/6/92,Belgium,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/French,50.503887,4.469936
1,8/4/83,Netherlands,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/English,52.132633,5.291266
1,27/7/82,Austria,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,21/6/88,Ghana,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,7.946527,-1.023194
1,19/12/86,Netherlands,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/English,52.132633,5.291266
1,2/10/83,Croatia,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,Other Countries,Croatian,45.1,15.2
1,20/2/91,Togo,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,Germany,French,8.619543,0.824782
1,21/6/90,Zimbabwe,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English/Chewa/Chibarwe/Kalanga/Khoisan/Nambya/Ndau/Ndebele/Shangani/Shona/Sotho/Tonga/Tswana/Vendo/Xhosa,-19.015438,29.154857
1,23/9/66,Hungary,1899-hoffenheim,2011,2012,Bundesliga,Germany,foreign,Other Countries,Hungarian,47.162494,19.503304
1,25/5/74,Macedonia,eintracht-frankfurt,2011,2012,Bundesliga,Germany,foreign,Other Countries,Macedonian,41.608635,21.745275
1,28/3/86,Algeria,eintracht-frankfurt,2011,2012,Bundesliga,Germany,foreign,France,Arabic,28.033886,1.659626
1,18/3/85,Croatia,eintracht-frankfurt,2011,2012,Bundesliga,Germany,foreign,Other Countries,Croatian,45.1,15.2
1,17/9/85,Austria,eintracht-frankfurt,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,14/4/87,Austria,eintracht-frankfurt,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,8/3/80,Cameroon,eintracht-frankfurt,2011,2012,Bundesliga,Germany,foreign,Germany,English/French,7.369722,12.354722
1,25/6/85,Algeria,eintracht-frankfurt,2011,2012,Bundesliga,Germany,foreign,France,Arabic,28.033886,1.659626
1,7/11/92,Austria,hannover-96,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,20/1/84,Tunisia,hannover-96,2011,2012,Bundesliga,Germany,foreign,France,Arabic,33.886917,9.537499
1,16/1/83,Austria,hannover-96,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,18/4/83,Tunisia,hannover-96,2011,2012,Bundesliga,Germany,foreign,France,Arabic,33.886917,9.537499
1,17/7/85,Norway,hannover-96,2011,2012,Bundesliga,Germany,foreign,Other Countries,Norwegian,60.472024,8.468946
1,18/11/75,Albania,hannover-96,2011,2012,Bundesliga,Germany,foreign,Other Countries,Albanian,41.153332,20.168331
1,22/5/90,Austria,hannover-96,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,23/10/85,Norway,hannover-96,2011,2012,Bundesliga,Germany,foreign,Other Countries,Norwegian,60.472024,8.468946
1,16/12/87,Senegal,hannover-96,2011,2012,Bundesliga,Germany,foreign,France,French,14.497401,-14.452362
1,12/6/90,Poland,hannover-96,2011,2012,Bundesliga,Germany,foreign,Germany,Polish,51.919438,19.145136
1,31/10/45,Poland,hannover-96,2011,2012,Bundesliga,Germany,foreign,Germany,Polish,51.919438,19.145136
1,2/6/93,Czech Republic,1-fc-nuernberg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Czech,49.817492,15.472962
1,20/12/88,Czech Republic,1-fc-nuernberg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Czech,49.817492,15.472962
1,4/3/87,Slovenia,1-fc-nuernberg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Slovene,46.151241,14.995463
1,1/9/88,Israel,1-fc-nuernberg,2011,2012,Bundesliga,Germany,foreign,United Kingdom,Hebrew,31.046051,34.851612
1,11/12/76,Belgium,1-fc-nuernberg,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/French,50.503887,4.469936
1,8/3/91,Slovakia,1-fc-nuernberg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Slovak/Bulgarian/Czech/Polish/German/Romani/Rusyn Serbian Ukrainian,48.669026,19.699024
1,26/5/89,Czech Republic,1-fc-nuernberg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Czech,49.817492,15.472962
1,1/9/68,Poland,1-fc-nuernberg,2011,2012,Bundesliga,Germany,foreign,Germany,Polish,51.919438,19.145136
1,14/8/89,Senegal,sc-freiburg,2011,2012,Bundesliga,Germany,foreign,France,French,14.497401,-14.452362
1,3/3/80,Czech Republic,sc-freiburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Czech,49.817492,15.472962
1,7/1/85,Slovakia,sc-freiburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Slovak/Bulgarian/Czech/Polish/German/Romani/Rusyn Serbian Ukrainian,48.669026,19.699024
1,10/6/87,Belarus,sc-freiburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Belarusian,53.709807,27.953389
1,21/2/86,Mali,sc-freiburg,2011,2012,Bundesliga,Germany,foreign,France,French,17.570692,-3.996166
1,26/10/86,Slovakia,sc-freiburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Slovak/Bulgarian/Czech/Polish/German/Romani/Rusyn Serbian Ukrainian,48.669026,19.699024
1,21/5/89,Croatia,sc-freiburg,2011,2012,Bundesliga,Germany,foreign,Other Countries,Croatian,45.1,15.2
1,28/12/81,Netherlands,vfb-stuttgart,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/English,52.132633,5.291266
1,25/4/88,Guinea,vfb-stuttgart,2011,2012,Bundesliga,Germany,foreign,France,French,9.945587,-9.696645
1,15/3/81,Hungary,vfb-stuttgart,2011,2012,Bundesliga,Germany,foreign,Other Countries,Hungarian,47.162494,19.503304
1,16/2/93,Austria,vfb-stuttgart,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,27/8/93,Austria,vfb-stuttgart,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,21/4/88,Guinea,vfb-stuttgart,2011,2012,Bundesliga,Germany,foreign,France,French,9.945587,-9.696645
1,14/3/92,Austria,vfb-stuttgart,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,10/6/87,Austria,vfb-stuttgart,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,7/4/86,Austria,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,Germany,German,47.516231,14.550072
1,8/8/91,Cameroon,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,Germany,English/French,7.369722,12.354722
1,22/6/92,Togo,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,Germany,French,8.619543,0.824782
1,28/6/76,Ghana,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,7.946527,-1.023194
1,18/10/90,Georgia,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,Other Countries,Georgian,42.315407,43.356892
1,12/8/83,Netherlands,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/English,52.132633,5.291266
1,1/6/86,Nigeria,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,United Kingdom,English,9.081999,8.675277
1,29/3/90,Finland,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,Other Countries,Finnish,61.92411,25.748151
1,29/11/53,Netherlands,fc-schalke-04,2011,2012,Bundesliga,Germany,foreign,Germany,Dutch/English,52.132633,5.291266
1,5/2/86,Croatia,bayer-leverkusen,2011,2012,Bundesliga,Germany,foreign,Other Countries,Croatian,45.1,15.2
1,13/12/84,Czech Republic,bayer-leverkusen,2011,2012,Bundesliga,Germany,foreign,Other Countries,Czech,49.817492,15.472962
1,7/10/73,Finland,bayer-leverkusen,2011,2012,Bundesliga,Germany,foreign,Other Countries,Finnish,61.92411,25.748151
1,4/6/77,Austria,juventus,2011,2012,Serie A,Italy,foreign,Germany,German,47.516231,14.550072
1,13/2/87,Netherlands,juventus,2011,2012,Serie A,Italy,foreign,Germany,Dutch/English,52.132633,5.291266
1,16/1/85,Morocco,spal-2013-ferrara,2011,2012,Serie A,Italy,foreign,France,Arabic,31.791702,-7.09262
1,27/7/87,Slovakia,ssc-napoli,2011,2012,Serie A,Italy,foreign,Other Countries,Slovak/Bulgarian/Czech/Polish/German/Romani/Rusyn Serbian Ukrainian,48.669026,19.699024
1,27/7/83,Macedonia,ssc-napoli,2011,2012,Serie A,Italy,foreign,Other Countries,Macedonian,41.608635,21.745275
1,20/9/91,Ghana,sassuolo-calcio,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,20/4/91,Tunisia,sassuolo-calcio,2011,2012,Serie A,Italy,foreign,France,Arabic,33.886917,9.537499
1,14/8/84,Australia,sassuolo-calcio,2011,2012,Serie A,Italy,foreign,United Kingdom,English,-25.274398,133.775136
1,28/1/93,Ghana,sassuolo-calcio,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,13/8/91,Croatia,sampdoria,2011,2012,Serie A,Italy,foreign,Other Countries,Croatian,45.1,15.2
1,18/12/86,Hungary,sampdoria,2011,2012,Serie A,Italy,foreign,Other Countries,Hungarian,47.162494,19.503304
1,20/2/80,Poland,acf-fiorentina,2011,2012,Serie A,Italy,foreign,Germany,Polish,51.919438,19.145136
1,17/11/94,Ghana,acf-fiorentina,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,1/1/92,Ghana,acf-fiorentina,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,9/11/82,Morocco,acf-fiorentina,2011,2012,Serie A,Italy,foreign,France,Arabic,31.791702,-7.09262
1,20/9/92,Ghana,acf-fiorentina,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,10/9/91,Ghana,acf-fiorentina,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,27/2/78,Georgia,genoa-cfc,2011,2012,Serie A,Italy,foreign,Other Countries,Georgian,42.315407,43.356892
1,19/9/94,Slovenia,genoa-cfc,2011,2012,Serie A,Italy,foreign,Other Countries,Slovene,46.151241,14.995463
1,1/12/92,Ghana,genoa-cfc,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,7/8/86,Slovenia,genoa-cfc,2011,2012,Serie A,Italy,foreign,Other Countries,Slovene,46.151241,14.995463
1,10/5/87,Guinea,genoa-cfc,2011,2012,Serie A,Italy,foreign,France,French,9.945587,-9.696645
1,26/2/87,Slovakia,genoa-cfc,2011,2012,Serie A,Italy,foreign,Other Countries,Slovak/Bulgarian/Czech/Polish/German/Romani/Rusyn Serbian Ukrainian,48.669026,19.699024
1,9/3/84,Morocco,lazio-roma,2011,2012,Serie A,Italy,foreign,France,Arabic,31.791702,-7.09262
1,15/7/81,Lithuania,lazio-roma,2011,2012,Serie A,Italy,foreign,Other Countries,Lithuanian,55.169438,23.881275
1,27/7/83,Albania,lazio-roma,2011,2012,Serie A,Italy,foreign,Other Countries,Albanian,41.153332,20.168331
1,25/12/92,Nigeria,lazio-roma,2011,2012,Serie A,Italy,foreign,United Kingdom,English,9.081999,8.675277
1,30/5/89,Czech Republic,lazio-roma,2011,2012,Serie A,Italy,foreign,Other Countries,Czech,49.817492,15.472962
1,26/7/83,Nigeria,lazio-roma,2011,2012,Serie A,Italy,foreign,United Kingdom,English,9.081999,8.675277
1,22/9/82,Netherlands,as-roma,2011,2012,Serie A,Italy,foreign,Germany,Dutch/English,52.132633,5.291266
1,6/10/89,Senegal,torino-fc,2011,2012,Serie A,Italy,foreign,France,French,14.497401,-14.452362
1,3/2/88,Poland,torino-fc,2011,2012,Serie A,Italy,foreign,Germany,Polish,51.919438,19.145136
1,5/1/87,Albania,torino-fc,2011,2012,Serie A,Italy,foreign,Other Countries,Albanian,41.153332,20.168331
1,17/10/90,Nigeria,torino-fc,2011,2012,Serie A,Italy,foreign,United Kingdom,English,9.081999,8.675277
1,14/7/84,Slovenia,udinese-calcio,2011,2012,Serie A,Italy,foreign,Other Countries,Slovene,46.151241,14.995463
1,17/4/87,Morocco,udinese-calcio,2011,2012,Serie A,Italy,foreign,France,Arabic,31.791702,-7.09262
1,2/12/90,Ghana,udinese-calcio,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,9/12/88,Ghana,udinese-calcio,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,20/4/93,Senegal,udinese-calcio,2011,2012,Serie A,Italy,foreign,France,French,14.497401,-14.452362
1,1/5/92,Czech Republic,udinese-calcio,2011,2012,Serie A,Italy,foreign,Other Countries,Czech,49.817492,15.472962
1,4/5/88,Belgium,cagliari-calcio,2011,2012,Serie A,Italy,foreign,Germany,Dutch/French,50.503887,4.469936
1,5/10/88,Morocco,cagliari-calcio,2011,2012,Serie A,Italy,foreign,France,Arabic,31.791702,-7.09262
1,7/1/94,Poland,atalanta,2011,2012,Serie A,Italy,foreign,Germany,Polish,51.919438,19.145136
1,10/3/93,Ghana,inter,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,26/5/94,Ghana,inter,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,22/5/91,Nigeria,inter,2011,2012,Serie A,Italy,foreign,United Kingdom,English,9.081999,8.675277
1,9/6/84,Netherlands,inter,2011,2012,Serie A,Italy,foreign,Germany,Dutch/English,52.132633,5.291266
1,27/9/92,Netherlands,inter,2011,2012,Serie A,Italy,foreign,Germany,Dutch/English,52.132633,5.291266
1,26/8/93,Croatia,inter,2011,2012,Serie A,Italy,foreign,Other Countries,Croatian,45.1,15.2
1,6/3/87,Ghana,ac-milan,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,16/6/86,Netherlands,ac-milan,2011,2012,Serie A,Italy,foreign,Germany,Dutch/English,52.132633,5.291266
1,22/2/92,Kazakhstan,ac-milan,2011,2012,Serie A,Italy,foreign,Other Countries,Russian,48.019573,66.923684
1,9/10/84,Algeria,ac-milan,2011,2012,Serie A,Italy,foreign,France,Arabic,28.033886,1.659626
1,27/8/84,Ghana,ac-milan,2011,2012,Serie A,Italy,foreign,United Kingdom,English,7.946527,-1.023194
1,1/4/76,Netherlands,ac-milan,2011,2012,Serie A,Italy,foreign,Germany,Dutch/English,52.132633,5.291266
1,30/3/90,Sierra Leone,ac-milan,2011,2012,Serie A,Italy,foreign,United Kingdom,English,8.460555,-11.779889
1,22/4/77,Netherlands,ac-milan,2011,2012,Serie A,Italy,foreign,Germany,Dutch/English,52.132633,5.291266
1,28/10/89,Nigeria,ac-milan,2011,2012,Serie A,Italy,foreign,United Kingdom,English,9.081999,8.675277
1,2/2/94,Albania,empoli-fc,2011,2012,Serie A,Italy,foreign,Other Countries,Albanian,41.153332,20.168331
1,23/3/90,Georgia,empoli-fc,2011,2012,Serie A,Italy,foreign,Other Countries,Georgian,42.315407,43.356892
1,17/9/92,Georgia,empoli-fc,2011,2012,Serie A,Italy,foreign,Other Countries,Georgian,42.315407,43.356892
1,4/4/87,Kenya,parma-calcio-1913,2011,2012,Serie A,Italy,foreign,United Kingdom,English,-0.023559,37.906193
1,31/5/79,Belgium,bologna-fc,2011,2012,Serie A,Italy,foreign,Germany,Dutch/French,50.503887,4.469936
1,19/7/93,Austria,bologna-fc,2011,2012,Serie A,Italy,foreign,Germany,German,47.516231,14.550072
1,8/3/84,Austria,bologna-fc,2011,2012,Serie A,Italy,foreign,Germany,German,47.516231,14.550072
1,21/5/90,Slovenia,bologna-fc,2011,2012,Serie A,Italy,foreign,Other Countries,Slovene,46.151241,14.995463
1,1/10/81,Belgium,bologna-fc,2011,2012,Serie A,Italy,foreign,Germany,Dutch/French,50.503887,4.469936
1,29/2/92,Algeria,bologna-fc,2011,2012,Serie A,Italy,foreign,France,Arabic,28.033886,1.659626
1,15/1/92,Algeria,bologna-fc,2011,2012,Serie A,Italy,foreign,France,Arabic,28.033886,1.659626
1,12/2/92,Macedonia,frosinone-calcio,2011,2012,Serie A,Italy,foreign,Other Countries,Macedonian,41.608635,21.745275
1,9/7/82,Slovenia,chievo-verona,2011,2012,Serie A,Italy,foreign,Other Countries,Slovene,46.151241,14.995463
1,26/4/91,Cameroon,chievo-verona,2011,2012,Serie A,Italy,foreign,Germany,English/French,7.369722,12.354722
1,22/7/85,Senegal,chievo-verona,2011,2012,Serie A,Italy,foreign,France,French,14.497401,-14.452362
1,17/5/86,Slovenia,chievo-verona,2011,2012,Serie A,Italy,foreign,Other Countries,Slovene,46.151241,14.995463
1,12/12/86,Finland,chievo-verona,2011,2012,Serie A,Italy,foreign,Other Countries,Finnish,61.92411,25.748151
1,18/5/87,Czech Republic,chievo-verona,2011,2012,Serie A,Italy,foreign,Other Countries,Czech,49.817492,15.472962
1,20/5/82,Czech Republic,chelsea-fc,2011,2012,premier League,United Kingdom,foreign,Other Countries,Czech,49.817492,15.472962
1,3/12/82,Ghana,chelsea-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English,7.946527,-1.023194
1,22/4/87,Nigeria,chelsea-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English,9.081999,8.675277
1,13/5/93,Belgium,chelsea-fc,2011,2012,premier League,United Kingdom,foreign,Germany,Dutch/French,50.503887,4.469936
1,6/5/90,Hungary,liverpool-fc,2011,2012,premier League,United Kingdom,foreign,Other Countries,Hungarian,47.162494,19.503304
1,19/3/82,Australia,liverpool-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English,-25.274398,133.775136
1,30/3/90,Guinea-Bissau,liverpool-fc,2011,2012,premier League,United Kingdom,foreign,Other Countries,Portuguese,11.803749,-15.180413
1,15/12/84,Slovakia,liverpool-fc,2011,2012,premier League,United Kingdom,foreign,Other Countries,Slovak/Bulgarian/Czech/Polish/German/Romani/Rusyn Serbian Ukrainian,48.669026,19.699024
1,22/7/80,Netherlands,liverpool-fc,2011,2012,premier League,United Kingdom,foreign,Germany,Dutch/English,52.132633,5.291266
1,8/7/71,Netherlands,liverpool-fc,2011,2012,premier League,United Kingdom,foreign,Germany,Dutch/English,52.132633,5.291266
1,10/4/86,Belgium,manchester-city,2011,2012,premier League,United Kingdom,foreign,Germany,Dutch/French,50.503887,4.469936
1,2/12/94,Netherlands,manchester-city,2011,2012,premier League,United Kingdom,foreign,Germany,Dutch/English,52.132633,5.291266
1,30/11/84,Netherlands,manchester-city,2011,2012,premier League,United Kingdom,foreign,Germany,Dutch/English,52.132633,5.291266
1,5/12/91,Norway,manchester-city,2011,2012,premier League,United Kingdom,foreign,Other Countries,Norwegian,60.472024,8.468946
1,1/5/91,Norway,manchester-city,2011,2012,premier League,United Kingdom,foreign,Other Countries,Norwegian,60.472024,8.468946
1,26/2/84,Togo,manchester-city,2011,2012,premier League,United Kingdom,foreign,Germany,French,8.619543,0.824782
1,14/9/93,Ireland,watford-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Irish,53.41291,-8.24389
1,31/5/87,Ireland,watford-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Irish,53.41291,-8.24389
1,20/3/82,Poland,watford-fc,2011,2012,premier League,United Kingdom,foreign,Germany,Polish,51.919438,19.145136
1,24/1/94,Ireland,watford-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Irish,53.41291,-8.24389
1,23/4/88,Ghana,watford-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English,7.946527,-1.023194
1,11/10/93,Ireland,watford-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Irish,53.41291,-8.24389
1,18/2/93,Ireland,watford-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Irish,53.41291,-8.24389
1,11/1/85,Ireland,watford-fc,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Irish,53.41291,-8.24389
1,14/8/83,Iraq,afc-bournemouth,2011,2012,premier League,United Kingdom,foreign,United Kingdom,Arabic,33.223191,43.679291
1,28/12/89,Ireland,afc-bournemouth,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Irish,53.41291,-8.24389
1,19/10/89,Ireland,afc-bournemouth,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Irish,53.41291,-8.24389
1,24/3/84,Cameroon,tottenham-hotspur,2011,2012,premier League,United Kingdom,foreign,Germany,English/French,7.369722,12.354722
1,6/1/87,South Africa,tottenham-hotspur,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English,-30.559482,22.937506
1,18/10/77,New Zealand,tottenham-hotspur,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English/Maori,-40.900557,174.885971
1,13/8/84,Croatia,tottenham-hotspur,2011,2012,premier League,United Kingdom,foreign,Other Countries,Croatian,45.1,15.2
1,25/9/92,Australia,tottenham-hotspur,2011,2012,premier League,United Kingdom,foreign,United Kingdom,English,-25.274398,133.775136
1,9/9/85,Croatia,tottenham-hotspur,2011,2012,premier League,United Kingdom,foreign,Other Countries,Croatian,45.1,15.2
