name,date_of_birth,place_of_birth,team,season,season_start_year,season_end_year
Willian,09/08/1988,Brazil,chelsea-fc,Season 2015/2016,2015,2016
Tammy Abraham,02/10/1997,England,chelsea-fc,Season 2015/2016,2015,2016
Alexandre Pato,02/09/1989,Brazil,chelsea-fc,Season 2015/2016,2015,2016
Diego Costa,07/10/1988,Spain,chelsea-fc,Season 2015/2016,2015,2016
Radamel Falcao,10/02/1986,Colombia,chelsea-fc,Season 2015/2016,2015,2016
Eden Hazard,07/01/1991,Belgium,chelsea-fc,Season 2015/2016,2015,2016
Kenedy,08/02/1996,Brazil,chelsea-fc,Season 2015/2016,2015,2016
Pedro,28/07/1987,Spain,chelsea-fc,Season 2015/2016,2015,2016
LoÃ¯c RÃ©my,02/01/1987,France,chelsea-fc,Season 2015/2016,2015,2016
Bertrand TraorÃ©,06/09/1995,Burkina Faso,chelsea-fc,Season 2015/2016,2015,2016
Guus Hiddink,08/11/1946,Netherlands,chelsea-fc,Season 2015/2016,2015,2016
Steve Holland,30/04/1970,England,chelsea-fc,Season 2015/2016,2015,2016
Silvino,05/03/1959,Portugal,chelsea-fc,Season 2015/2016,2015,2016
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2015/2016,2015,2016
Mitchell Beeney,03/10/1995,England,chelsea-fc,Season 2014/2015,2014,2015
Jamal Blackman,27/10/1993,England,chelsea-fc,Season 2014/2015,2014,2015
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2014/2015,2014,2015
Thibaut Courtois,11/05/1992,Belgium,chelsea-fc,Season 2014/2015,2014,2015
Nathan AkÃ©,18/02/1995,Netherlands,chelsea-fc,Season 2014/2015,2014,2015
Azpilicueta,28/08/1989,Spain,chelsea-fc,Season 2014/2015,2014,2015
Gary Cahill,19/12/1985,England,chelsea-fc,Season 2014/2015,2014,2015
Andreas Christensen,10/04/1996,Denmark,chelsea-fc,Season 2014/2015,2014,2015
Filipe LuÃ­s,09/08/1985,Brazil,chelsea-fc,Season 2014/2015,2014,2015
Branislav IvanoviÄ,22/02/1984,Serbia,chelsea-fc,Season 2014/2015,2014,2015
John Terry,07/12/1980,England,chelsea-fc,Season 2014/2015,2014,2015
Kurt Zouma,27/10/1994,France,chelsea-fc,Season 2014/2015,2014,2015
Lewis Baker,25/04/1995,England,chelsea-fc,Season 2014/2015,2014,2015
JÃ©rÃ©mie Boga,03/01/1997,Ivory Coast,chelsea-fc,Season 2014/2015,2014,2015
Cesc FÃ bregas,04/05/1987,Spain,chelsea-fc,Season 2014/2015,2014,2015
Juan Cuadrado,26/05/1988,Colombia,chelsea-fc,Season 2014/2015,2014,2015
Ruben Loftus-Cheek,23/01/1996,England,chelsea-fc,Season 2014/2015,2014,2015
Nemanja MatiÄ,01/08/1988,Serbia,chelsea-fc,Season 2014/2015,2014,2015
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2014/2015,2014,2015
Oscar,09/09/1991,Brazil,chelsea-fc,Season 2014/2015,2014,2015
Ramires,24/03/1987,Brazil,chelsea-fc,Season 2014/2015,2014,2015
Willian,09/08/1988,Brazil,chelsea-fc,Season 2014/2015,2014,2015
Izzy Brown,07/01/1997,England,chelsea-fc,Season 2014/2015,2014,2015
Diego Costa,07/10/1988,Spain,chelsea-fc,Season 2014/2015,2014,2015
Didier Drogba,11/03/1978,Ivory Coast,chelsea-fc,Season 2014/2015,2014,2015
Eden Hazard,07/01/1991,Belgium,chelsea-fc,Season 2014/2015,2014,2015
LoÃ¯c RÃ©my,02/01/1987,France,chelsea-fc,Season 2014/2015,2014,2015
Dominic Solanke,14/09/1997,England,chelsea-fc,Season 2014/2015,2014,2015
JosÃ© Mourinho,26/01/1963,Portugal,chelsea-fc,Season 2014/2015,2014,2015
Steve Holland,30/04/1970,England,chelsea-fc,Season 2014/2015,2014,2015
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2014/2015,2014,2015
Silvino,05/03/1959,Portugal,chelsea-fc,Season 2014/2015,2014,2015
Jamal Blackman,27/10/1993,England,chelsea-fc,Season 2013/2014,2013,2014
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2013/2014,2013,2014
HilÃ¡rio,21/10/1975,Portugal,chelsea-fc,Season 2013/2014,2013,2014
Mark Schwarzer,06/10/1972,Australia,chelsea-fc,Season 2013/2014,2013,2014
Nathan AkÃ©,18/02/1995,Netherlands,chelsea-fc,Season 2013/2014,2013,2014
Azpilicueta,28/08/1989,Spain,chelsea-fc,Season 2013/2014,2013,2014
Gary Cahill,19/12/1985,England,chelsea-fc,Season 2013/2014,2013,2014
Andreas Christensen,10/04/1996,Denmark,chelsea-fc,Season 2013/2014,2013,2014
Ashley Cole,20/12/1980,England,chelsea-fc,Season 2013/2014,2013,2014
David Luiz,22/04/1987,Brazil,chelsea-fc,Season 2013/2014,2013,2014
Branislav IvanoviÄ,22/02/1984,Serbia,chelsea-fc,Season 2013/2014,2013,2014
TomÃ¡Å¡ Kalas,15/05/1993,Czech Republic,chelsea-fc,Season 2013/2014,2013,2014
John Terry,07/12/1980,England,chelsea-fc,Season 2013/2014,2013,2014
Lewis Baker,25/04/1995,England,chelsea-fc,Season 2013/2014,2013,2014
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2013/2014,2013,2014
Nemanja MatiÄ,01/08/1988,Serbia,chelsea-fc,Season 2013/2014,2013,2014
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2013/2014,2013,2014
Oscar,09/09/1991,Brazil,chelsea-fc,Season 2013/2014,2013,2014
Ramires,24/03/1987,Brazil,chelsea-fc,Season 2013/2014,2013,2014
John Swift,23/06/1995,England,chelsea-fc,Season 2013/2014,2013,2014
Marco van Ginkel,01/12/1992,Netherlands,chelsea-fc,Season 2013/2014,2013,2014
Willian,09/08/1988,Brazil,chelsea-fc,Season 2013/2014,2013,2014
Demba Ba,25/05/1985,Senegal,chelsea-fc,Season 2013/2014,2013,2014
Samuel Eto'o,10/03/1981,Cameroon,chelsea-fc,Season 2013/2014,2013,2014
Fernando Torres,20/03/1984,Spain,chelsea-fc,Season 2013/2014,2013,2014
Eden Hazard,07/01/1991,Belgium,chelsea-fc,Season 2013/2014,2013,2014
Mohamed Salah,15/06/1992,Egypt,chelsea-fc,Season 2013/2014,2013,2014
AndrÃ© SchÃ¼rrle,06/11/1990,Germany,chelsea-fc,Season 2013/2014,2013,2014
JosÃ© Mourinho,26/01/1963,Portugal,chelsea-fc,Season 2013/2014,2013,2014
Steve Holland,30/04/1970,England,chelsea-fc,Season 2013/2014,2013,2014
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2013/2014,2013,2014
Silvino,05/03/1959,Portugal,chelsea-fc,Season 2013/2014,2013,2014
Jamal Blackman,27/10/1993,England,chelsea-fc,Season 2012/2013,2012,2013
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2012/2013,2012,2013
HilÃ¡rio,21/10/1975,Portugal,chelsea-fc,Season 2012/2013,2012,2013
Ross Turnbull,04/01/1985,England,chelsea-fc,Season 2012/2013,2012,2013
Nathan AkÃ©,18/02/1995,Netherlands,chelsea-fc,Season 2012/2013,2012,2013
Azpilicueta,28/08/1989,Spain,chelsea-fc,Season 2012/2013,2012,2013
Ryan Bertrand,05/08/1989,England,chelsea-fc,Season 2012/2013,2012,2013
Gary Cahill,19/12/1985,England,chelsea-fc,Season 2012/2013,2012,2013
Andreas Christensen,10/04/1996,Denmark,chelsea-fc,Season 2012/2013,2012,2013
Ashley Cole,20/12/1980,England,chelsea-fc,Season 2012/2013,2012,2013
David Luiz,22/04/1987,Brazil,chelsea-fc,Season 2012/2013,2012,2013
Branislav IvanoviÄ,22/02/1984,Serbia,chelsea-fc,Season 2012/2013,2012,2013
Paulo Ferreira,18/01/1979,Portugal,chelsea-fc,Season 2012/2013,2012,2013
George Saville,01/06/1993,Northern Ireland,chelsea-fc,Season 2012/2013,2012,2013
John Terry,07/12/1980,England,chelsea-fc,Season 2012/2013,2012,2013
Yossi Benayoun,05/05/1980,Israel,chelsea-fc,Season 2012/2013,2012,2013
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2012/2013,2012,2013
Florent Malouda,13/06/1980,French Guyana,chelsea-fc,Season 2012/2013,2012,2013
Marko Marin,13/03/1989,Germany,chelsea-fc,Season 2012/2013,2012,2013
Mata,28/04/1988,Spain,chelsea-fc,Season 2012/2013,2012,2013
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2012/2013,2012,2013
Oriol Romeu,24/09/1991,Spain,chelsea-fc,Season 2012/2013,2012,2013
Oscar,09/09/1991,Brazil,chelsea-fc,Season 2012/2013,2012,2013
Ramires,24/03/1987,Brazil,chelsea-fc,Season 2012/2013,2012,2013
Demba Ba,25/05/1985,Senegal,chelsea-fc,Season 2012/2013,2012,2013
Fernando Torres,20/03/1984,Spain,chelsea-fc,Season 2012/2013,2012,2013
Eden Hazard,07/01/1991,Belgium,chelsea-fc,Season 2012/2013,2012,2013
Victor Moses,12/12/1990,Nigeria,chelsea-fc,Season 2012/2013,2012,2013
Rafa BenÃ­tez,16/04/1960,Spain,chelsea-fc,Season 2012/2013,2012,2013
Steve Holland,30/04/1970,England,chelsea-fc,Season 2012/2013,2012,2013
Boudewijn Zenden,15/08/1976,Netherlands,chelsea-fc,Season 2012/2013,2012,2013
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2012/2013,2012,2013
Jamal Blackman,27/10/1993,England,chelsea-fc,Season 2011/2012,2011,2012
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2011/2012,2011,2012
HilÃ¡rio,21/10/1975,Portugal,chelsea-fc,Season 2011/2012,2011,2012
Ross Turnbull,04/01/1985,England,chelsea-fc,Season 2011/2012,2011,2012
Ryan Bertrand,05/08/1989,England,chelsea-fc,Season 2011/2012,2011,2012
Bosingwa,24/08/1982,Portugal,chelsea-fc,Season 2011/2012,2011,2012
Gary Cahill,19/12/1985,England,chelsea-fc,Season 2011/2012,2011,2012
Ashley Cole,20/12/1980,England,chelsea-fc,Season 2011/2012,2011,2012
David Luiz,22/04/1987,Brazil,chelsea-fc,Season 2011/2012,2011,2012
Sam Hutchinson,03/08/1989,England,chelsea-fc,Season 2011/2012,2011,2012
Branislav IvanoviÄ,22/02/1984,Serbia,chelsea-fc,Season 2011/2012,2011,2012
Paulo Ferreira,18/01/1979,Portugal,chelsea-fc,Season 2011/2012,2011,2012
John Terry,07/12/1980,England,chelsea-fc,Season 2011/2012,2011,2012
Nathaniel Chalobah,12/12/1994,England,chelsea-fc,Season 2011/2012,2011,2012
Michael Essien,03/12/1982,Ghana,chelsea-fc,Season 2011/2012,2011,2012
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2011/2012,2011,2012
Lucas PiazÃ³n,20/01/1994,Brazil,chelsea-fc,Season 2011/2012,2011,2012
Florent Malouda,13/06/1980,French Guyana,chelsea-fc,Season 2011/2012,2011,2012
Mata,28/04/1988,Spain,chelsea-fc,Season 2011/2012,2011,2012
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2011/2012,2011,2012
Oriol Romeu,24/09/1991,Spain,chelsea-fc,Season 2011/2012,2011,2012
Ramires,24/03/1987,Brazil,chelsea-fc,Season 2011/2012,2011,2012
RaÃºl Meireles,17/03/1983,Portugal,chelsea-fc,Season 2011/2012,2011,2012
Didier Drogba,11/03/1978,Ivory Coast,chelsea-fc,Season 2011/2012,2011,2012
Fernando Torres,20/03/1984,Spain,chelsea-fc,Season 2011/2012,2011,2012
Salomon Kalou,05/08/1985,Ivory Coast,chelsea-fc,Season 2011/2012,2011,2012
Romelu Lukaku,13/05/1993,Belgium,chelsea-fc,Season 2011/2012,2011,2012
Daniel Sturridge,01/09/1989,England,chelsea-fc,Season 2011/2012,2011,2012
Roberto Di Matteo,29/05/1970,Italy,chelsea-fc,Season 2011/2012,2011,2012
Steve Holland,30/04/1970,England,chelsea-fc,Season 2011/2012,2011,2012
Eddie Newton,13/12/1971,England,chelsea-fc,Season 2011/2012,2011,2012
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2011/2012,2011,2012
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2010/2011,2010,2011
HilÃ¡rio,21/10/1975,Portugal,chelsea-fc,Season 2010/2011,2010,2011
Ross Turnbull,04/01/1985,England,chelsea-fc,Season 2010/2011,2010,2011
Alex,17/06/1982,Brazil,chelsea-fc,Season 2010/2011,2010,2011
Ryan Bertrand,05/08/1989,England,chelsea-fc,Season 2010/2011,2010,2011
Bosingwa,24/08/1982,Portugal,chelsea-fc,Season 2010/2011,2010,2011
Ashley Cole,20/12/1980,England,chelsea-fc,Season 2010/2011,2010,2011
David Luiz,22/04/1987,Brazil,chelsea-fc,Season 2010/2011,2010,2011
Branislav IvanoviÄ,22/02/1984,Serbia,chelsea-fc,Season 2010/2011,2010,2011
Paulo Ferreira,18/01/1979,Portugal,chelsea-fc,Season 2010/2011,2010,2011
John Terry,07/12/1980,England,chelsea-fc,Season 2010/2011,2010,2011
Yossi Benayoun,05/05/1980,Israel,chelsea-fc,Season 2010/2011,2010,2011
Nathaniel Chalobah,12/12/1994,England,chelsea-fc,Season 2010/2011,2010,2011
Billy Clifford,18/10/1992,England,chelsea-fc,Season 2010/2011,2010,2011
Michael Essien,03/12/1982,Ghana,chelsea-fc,Season 2010/2011,2010,2011
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2010/2011,2010,2011
Florent Malouda,13/06/1980,French Guyana,chelsea-fc,Season 2010/2011,2010,2011
Josh McEachran,01/03/1993,England,chelsea-fc,Season 2010/2011,2010,2011
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2010/2011,2010,2011
Ramires,24/03/1987,Brazil,chelsea-fc,Season 2010/2011,2010,2011
Jacopo Sala,05/12/1991,Italy,chelsea-fc,Season 2010/2011,2010,2011
GÃ¶khan TÃ¶re,20/01/1992,Turkey,chelsea-fc,Season 2010/2011,2010,2011
Yuriy Zhirkov,20/08/1983,Russia,chelsea-fc,Season 2010/2011,2010,2011
Nicolas Anelka,14/03/1979,France,chelsea-fc,Season 2010/2011,2010,2011
Didier Drogba,11/03/1978,Ivory Coast,chelsea-fc,Season 2010/2011,2010,2011
Fernando Torres,20/03/1984,Spain,chelsea-fc,Season 2010/2011,2010,2011
Salomon Kalou,05/08/1985,Ivory Coast,chelsea-fc,Season 2010/2011,2010,2011
Carlo Ancelotti,10/06/1959,Italy,chelsea-fc,Season 2010/2011,2010,2011
Paul Clement,08/01/1972,England,chelsea-fc,Season 2010/2011,2010,2011
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2010/2011,2010,2011
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2009/2010,2009,2010
HilÃ¡rio,21/10/1975,Portugal,chelsea-fc,Season 2009/2010,2009,2010
Rhys Taylor,07/04/1990,Wales,chelsea-fc,Season 2009/2010,2009,2010
Ross Turnbull,04/01/1985,England,chelsea-fc,Season 2009/2010,2009,2010
Alex,17/06/1982,Brazil,chelsea-fc,Season 2009/2010,2009,2010
Belletti,20/06/1976,Brazil,chelsea-fc,Season 2009/2010,2009,2010
Bosingwa,24/08/1982,Portugal,chelsea-fc,Season 2009/2010,2009,2010
Jeffrey Bruma,13/11/1991,Netherlands,chelsea-fc,Season 2009/2010,2009,2010
Ashley Cole,20/12/1980,England,chelsea-fc,Season 2009/2010,2009,2010
Sam Hutchinson,03/08/1989,England,chelsea-fc,Season 2009/2010,2009,2010
Branislav IvanoviÄ,22/02/1984,Serbia,chelsea-fc,Season 2009/2010,2009,2010
Paulo Ferreira,18/01/1979,Portugal,chelsea-fc,Season 2009/2010,2009,2010
Ricardo Carvalho,18/05/1978,Portugal,chelsea-fc,Season 2009/2010,2009,2010
John Terry,07/12/1980,England,chelsea-fc,Season 2009/2010,2009,2010
Patrick van Aanholt,29/08/1990,Netherlands,chelsea-fc,Season 2009/2010,2009,2010
Michael Ballack,26/09/1976,Germany,chelsea-fc,Season 2009/2010,2009,2010
Joe Cole,08/11/1981,England,chelsea-fc,Season 2009/2010,2009,2010
Deco,27/08/1977,Portugal,chelsea-fc,Season 2009/2010,2009,2010
Michael Essien,03/12/1982,Ghana,chelsea-fc,Season 2009/2010,2009,2010
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2009/2010,2009,2010
Florent Malouda,13/06/1980,French Guyana,chelsea-fc,Season 2009/2010,2009,2010
Nemanja MatiÄ,01/08/1988,Serbia,chelsea-fc,Season 2009/2010,2009,2010
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2009/2010,2009,2010
Yuriy Zhirkov,20/08/1983,Russia,chelsea-fc,Season 2009/2010,2009,2010
Nicolas Anelka,14/03/1979,France,chelsea-fc,Season 2009/2010,2009,2010
Fabio Borini,23/03/1991,Italy,chelsea-fc,Season 2009/2010,2009,2010
Didier Drogba,11/03/1978,Ivory Coast,chelsea-fc,Season 2009/2010,2009,2010
GaÃ«l Kakuta,21/06/1991,France,chelsea-fc,Season 2009/2010,2009,2010
Salomon Kalou,05/08/1985,Ivory Coast,chelsea-fc,Season 2009/2010,2009,2010
Danny Philliskirk,10/04/1991,England,chelsea-fc,Season 2009/2010,2009,2010
Daniel Sturridge,01/09/1989,England,chelsea-fc,Season 2009/2010,2009,2010
Carlo Ancelotti,10/06/1959,Italy,chelsea-fc,Season 2009/2010,2009,2010
Paul Clement,08/01/1972,England,chelsea-fc,Season 2009/2010,2009,2010
Ray Wilkins,14/09/1956,England,chelsea-fc,Season 2009/2010,2009,2010
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2009/2010,2009,2010
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2008/2009,2008,2009
HilÃ¡rio,21/10/1975,Portugal,chelsea-fc,Season 2008/2009,2008,2009
Rhys Taylor,07/04/1990,Wales,chelsea-fc,Season 2008/2009,2008,2009
Alex,17/06/1982,Brazil,chelsea-fc,Season 2008/2009,2008,2009
Belletti,20/06/1976,Brazil,chelsea-fc,Season 2008/2009,2008,2009
Bosingwa,24/08/1982,Portugal,chelsea-fc,Season 2008/2009,2008,2009
Ashley Cole,20/12/1980,England,chelsea-fc,Season 2008/2009,2008,2009
Sam Hutchinson,03/08/1989,England,chelsea-fc,Season 2008/2009,2008,2009
Branislav IvanoviÄ,22/02/1984,Serbia,chelsea-fc,Season 2008/2009,2008,2009
Michael Mancienne,08/01/1988,England,chelsea-fc,Season 2008/2009,2008,2009
Paulo Ferreira,18/01/1979,Portugal,chelsea-fc,Season 2008/2009,2008,2009
Ricardo Carvalho,18/05/1978,Portugal,chelsea-fc,Season 2008/2009,2008,2009
John Terry,07/12/1980,England,chelsea-fc,Season 2008/2009,2008,2009
Michael Ballack,26/09/1976,Germany,chelsea-fc,Season 2008/2009,2008,2009
Joe Cole,08/11/1981,England,chelsea-fc,Season 2008/2009,2008,2009
Deco,27/08/1977,Portugal,chelsea-fc,Season 2008/2009,2008,2009
Michael Essien,03/12/1982,Ghana,chelsea-fc,Season 2008/2009,2008,2009
FÃ¡bio Ferreira,03/05/1989,Portugal,chelsea-fc,Season 2008/2009,2008,2009
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2008/2009,2008,2009
Florent Malouda,13/06/1980,French Guyana,chelsea-fc,Season 2008/2009,2008,2009
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2008/2009,2008,2009
Mineiro,02/08/1975,Brazil,chelsea-fc,Season 2008/2009,2008,2009
Nicolas Anelka,14/03/1979,France,chelsea-fc,Season 2008/2009,2008,2009
Franco Di Santo,07/04/1989,Argentina,chelsea-fc,Season 2008/2009,2008,2009
Didier Drogba,11/03/1978,Ivory Coast,chelsea-fc,Season 2008/2009,2008,2009
Salomon Kalou,05/08/1985,Ivory Coast,chelsea-fc,Season 2008/2009,2008,2009
Ricardo Quaresma,26/09/1983,Portugal,chelsea-fc,Season 2008/2009,2008,2009
Miroslav Stoch,19/10/1989,Slovakia,chelsea-fc,Season 2008/2009,2008,2009
Guus Hiddink,08/11/1946,Netherlands,chelsea-fc,Season 2008/2009,2008,2009
Ray Wilkins,14/09/1956,England,chelsea-fc,Season 2008/2009,2008,2009
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2008/2009,2008,2009
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2007/2008,2007,2008
Carlo Cudicini,06/09/1973,Italy,chelsea-fc,Season 2007/2008,2007,2008
HilÃ¡rio,21/10/1975,Portugal,chelsea-fc,Season 2007/2008,2007,2008
Alex,17/06/1982,Brazil,chelsea-fc,Season 2007/2008,2007,2008
Belletti,20/06/1976,Brazil,chelsea-fc,Season 2007/2008,2007,2008
Tal Ben Haim,31/03/1982,Israel,chelsea-fc,Season 2007/2008,2007,2008
Wayne Bridge,05/08/1980,England,chelsea-fc,Season 2007/2008,2007,2008
Ashley Cole,20/12/1980,England,chelsea-fc,Season 2007/2008,2007,2008
Sam Hutchinson,03/08/1989,England,chelsea-fc,Season 2007/2008,2007,2008
Branislav IvanoviÄ,22/02/1984,Serbia,chelsea-fc,Season 2007/2008,2007,2008
Michael Mancienne,08/01/1988,England,chelsea-fc,Season 2007/2008,2007,2008
Paulo Ferreira,18/01/1979,Portugal,chelsea-fc,Season 2007/2008,2007,2008
Ricardo Carvalho,18/05/1978,Portugal,chelsea-fc,Season 2007/2008,2007,2008
John Terry,07/12/1980,England,chelsea-fc,Season 2007/2008,2007,2008
Michael Ballack,26/09/1976,Germany,chelsea-fc,Season 2007/2008,2007,2008
Joe Cole,08/11/1981,England,chelsea-fc,Season 2007/2008,2007,2008
Michael Essien,03/12/1982,Ghana,chelsea-fc,Season 2007/2008,2007,2008
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2007/2008,2007,2008
Claude MakÃ©lÃ©lÃ©,18/02/1973,France,chelsea-fc,Season 2007/2008,2007,2008
Florent Malouda,13/06/1980,French Guyana,chelsea-fc,Season 2007/2008,2007,2008
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2007/2008,2007,2008
Lee Sawyer,10/09/1989,England,chelsea-fc,Season 2007/2008,2007,2008
Steven Sidwell,14/12/1982,England,chelsea-fc,Season 2007/2008,2007,2008
Shaun Wright-Phillips,25/10/1981,England,chelsea-fc,Season 2007/2008,2007,2008
Nicolas Anelka,14/03/1979,France,chelsea-fc,Season 2007/2008,2007,2008
Didier Drogba,11/03/1978,Ivory Coast,chelsea-fc,Season 2007/2008,2007,2008
Salomon Kalou,05/08/1985,Ivory Coast,chelsea-fc,Season 2007/2008,2007,2008
Claudio Pizarro,03/10/1978,Peru,chelsea-fc,Season 2007/2008,2007,2008
Ben Sahar,10/08/1989,Israel,chelsea-fc,Season 2007/2008,2007,2008
Andriy Shevchenko,29/09/1976,Ukraine,chelsea-fc,Season 2007/2008,2007,2008
Steve Clarke,29/08/1963,Scotland,chelsea-fc,Season 2007/2008,2007,2008
Christophe Lollichon,02/03/1963,France,chelsea-fc,Season 2007/2008,2007,2008
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2006/2007,2006,2007
Carlo Cudicini,06/09/1973,Italy,chelsea-fc,Season 2006/2007,2006,2007
Magnus Hedman,19/03/1973,Sweden,chelsea-fc,Season 2006/2007,2006,2007
HilÃ¡rio,21/10/1975,Portugal,chelsea-fc,Season 2006/2007,2006,2007
Yves Makabu-Makalambay,31/01/1986,Congo DR,chelsea-fc,Season 2006/2007,2006,2007
Khalid Boulahrouz,28/12/1981,Netherlands,chelsea-fc,Season 2006/2007,2006,2007
Wayne Bridge,05/08/1980,England,chelsea-fc,Season 2006/2007,2006,2007
Ashley Cole,20/12/1980,England,chelsea-fc,Season 2006/2007,2006,2007
Anthony Grant,04/06/1987,England,chelsea-fc,Season 2006/2007,2006,2007
Sam Hutchinson,03/08/1989,England,chelsea-fc,Season 2006/2007,2006,2007
Nuno Morais,29/01/1984,Portugal,chelsea-fc,Season 2006/2007,2006,2007
Paulo Ferreira,18/01/1979,Portugal,chelsea-fc,Season 2006/2007,2006,2007
Ricardo Carvalho,18/05/1978,Portugal,chelsea-fc,Season 2006/2007,2006,2007
John Terry,07/12/1980,England,chelsea-fc,Season 2006/2007,2006,2007
Harry Worley,25/11/1988,England,chelsea-fc,Season 2006/2007,2006,2007
Michael Ballack,26/09/1976,Germany,chelsea-fc,Season 2006/2007,2006,2007
Joe Cole,08/11/1981,England,chelsea-fc,Season 2006/2007,2006,2007
Lassana Diarra,10/03/1985,France,chelsea-fc,Season 2006/2007,2006,2007
Michael Essien,03/12/1982,Ghana,chelsea-fc,Season 2006/2007,2006,2007
Geremi,20/12/1978,Cameroon,chelsea-fc,Season 2006/2007,2006,2007
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2006/2007,2006,2007
Claude MakÃ©lÃ©lÃ©,18/02/1973,France,chelsea-fc,Season 2006/2007,2006,2007
John Mikel,22/04/1987,Nigeria,chelsea-fc,Season 2006/2007,2006,2007
Scott Sinclair,25/03/1989,England,chelsea-fc,Season 2006/2007,2006,2007
Michael Woods,06/04/1990,England,chelsea-fc,Season 2006/2007,2006,2007
Shaun Wright-Phillips,25/10/1981,England,chelsea-fc,Season 2006/2007,2006,2007
Didier Drogba,11/03/1978,Ivory Coast,chelsea-fc,Season 2006/2007,2006,2007
Salomon Kalou,05/08/1985,Ivory Coast,chelsea-fc,Season 2006/2007,2006,2007
Arjen Robben,23/01/1984,Netherlands,chelsea-fc,Season 2006/2007,2006,2007
Ben Sahar,10/08/1989,Israel,chelsea-fc,Season 2006/2007,2006,2007
Andriy Shevchenko,29/09/1976,Ukraine,chelsea-fc,Season 2006/2007,2006,2007
Phil Younghusband,04/08/1987,Philippines,chelsea-fc,Season 2006/2007,2006,2007
JosÃ© Mourinho,26/01/1963,Portugal,chelsea-fc,Season 2006/2007,2006,2007
Steve Clarke,29/08/1963,Scotland,chelsea-fc,Season 2006/2007,2006,2007
Ed de Goey,20/12/1966,Netherlands,chelsea-fc,Season 2006/2007,2006,2007
Petr Äech,20/05/1982,Czech Republic,chelsea-fc,Season 2005/2006,2005,2006
Carlo Cudicini,06/09/1973,Italy,chelsea-fc,Season 2005/2006,2005,2006
Yves Makabu-Makalambay,31/01/1986,Congo DR,chelsea-fc,Season 2005/2006,2005,2006
Wayne Bridge,05/08/1980,England,chelsea-fc,Season 2005/2006,2005,2006
Del Horno,19/01/1981,Spain,chelsea-fc,Season 2005/2006,2005,2006
William Gallas,17/08/1977,France,chelsea-fc,Season 2005/2006,2005,2006
Robert Huth,18/08/1984,Germany,chelsea-fc,Season 2005/2006,2005,2006
Glen Johnson,23/08/1984,England,chelsea-fc,Season 2005/2006,2005,2006
Michael Mancienne,08/01/1988,England,chelsea-fc,Season 2005/2006,2005,2006
Paulo Ferreira,18/01/1979,Portugal,chelsea-fc,Season 2005/2006,2005,2006
Ricardo Carvalho,18/05/1978,Portugal,chelsea-fc,Season 2005/2006,2005,2006
John Terry,07/12/1980,England,chelsea-fc,Season 2005/2006,2005,2006
Joe Cole,08/11/1981,England,chelsea-fc,Season 2005/2006,2005,2006
Lassana Diarra,10/03/1985,France,chelsea-fc,Season 2005/2006,2005,2006
Damien Duff,02/03/1979,Ireland,chelsea-fc,Season 2005/2006,2005,2006
Michael Essien,03/12/1982,Ghana,chelsea-fc,Season 2005/2006,2005,2006
Geremi,20/12/1978,Cameroon,chelsea-fc,Season 2005/2006,2005,2006
Frank Lampard,20/06/1978,England,chelsea-fc,Season 2005/2006,2005,2006
Claude MakÃ©lÃ©lÃ©,18/02/1973,France,chelsea-fc,Season 2005/2006,2005,2006
Maniche,11/11/1977,Portugal,chelsea-fc,Season 2005/2006,2005,2006
Shaun Wright-Phillips,25/10/1981,England,chelsea-fc,Season 2005/2006,2005,2006
