name,date_of_birth,place_of_birth,team,season,season_start_year,season_end_year
ÃdÃ¡m BogdÃ¡n,27/09/1987,Hungary,liverpool-fc,Season 2017/2018,2017,2018
Loris Karius,22/06/1993,Germany,liverpool-fc,Season 2017/2018,2017,2018
Simon Mignolet,06/03/1988,Belgium,liverpool-fc,Season 2017/2018,2017,2018
Danny Ward,22/06/1993,Wales,liverpool-fc,Season 2017/2018,2017,2018
Alberto Moreno,05/07/1992,Spain,liverpool-fc,Season 2017/2018,2017,2018
Trent Alexander-Arnold,07/10/1998,England,liverpool-fc,Season 2017/2018,2017,2018
Nathaniel Clyne,05/04/1991,England,liverpool-fc,Season 2017/2018,2017,2018
Joe Gomez,23/05/1997,England,liverpool-fc,Season 2017/2018,2017,2018
Ragnar Klavan,30/10/1985,Estonia,liverpool-fc,Season 2017/2018,2017,2018
Dejan Lovren,05/07/1989,Croatia,liverpool-fc,Season 2017/2018,2017,2018
Conor Masterson,08/09/1998,Ireland,liverpool-fc,Season 2017/2018,2017,2018
Joel Matip,08/08/1991,Cameroon,liverpool-fc,Season 2017/2018,2017,2018
Andrew Robertson,11/03/1994,Scotland,liverpool-fc,Season 2017/2018,2017,2018
Virgil van Dijk,08/07/1991,Netherlands,liverpool-fc,Season 2017/2018,2017,2018
Emre Can,12/01/1994,Germany,liverpool-fc,Season 2017/2018,2017,2018
Jordan Henderson,17/06/1990,England,liverpool-fc,Season 2017/2018,2017,2018
Curtis Jones,30/01/2001,England,liverpool-fc,Season 2017/2018,2017,2018
Adam Lallana,10/05/1988,England,liverpool-fc,Season 2017/2018,2017,2018
James Milner,04/01/1986,England,liverpool-fc,Season 2017/2018,2017,2018
Alex Oxlade-Chamberlain,15/08/1993,England,liverpool-fc,Season 2017/2018,2017,2018
Georginio Wijnaldum,11/11/1990,Netherlands,liverpool-fc,Season 2017/2018,2017,2018
Danny Ings,23/07/1992,England,liverpool-fc,Season 2017/2018,2017,2018
Sadio ManÃ©,10/04/1992,Senegal,liverpool-fc,Season 2017/2018,2017,2018
Roberto Firmino,02/10/1991,Brazil,liverpool-fc,Season 2017/2018,2017,2018
Mohamed Salah,15/06/1992,Egypt,liverpool-fc,Season 2017/2018,2017,2018
Dominic Solanke,14/09/1997,England,liverpool-fc,Season 2017/2018,2017,2018
Benjamin Woodburn,15/10/1999,Wales,liverpool-fc,Season 2017/2018,2017,2018
JÃ¼rgen Klopp,16/06/1967,Germany,liverpool-fc,Season 2017/2018,2017,2018
Å½eljko BuvaÄ,13/09/1961,Bosnia-Herzegovina,liverpool-fc,Season 2017/2018,2017,2018
Peter Krawietz,31/12/1971,Germany,liverpool-fc,Season 2017/2018,2017,2018
Pepijn Lijnders,24/01/1983,Netherlands,liverpool-fc,Season 2017/2018,2017,2018
John Achterberg,08/07/1971,Netherlands,liverpool-fc,Season 2017/2018,2017,2018
Andreas Kornmayer,21/09/1974,Germany,liverpool-fc,Season 2017/2018,2017,2018
Christopher Rohrbeck,27/06/1978,Germany,liverpool-fc,Season 2017/2018,2017,2018
Loris Karius,22/06/1993,Germany,liverpool-fc,Season 2016/2017,2016,2017
Alexander Manninger,04/06/1977,Austria,liverpool-fc,Season 2016/2017,2016,2017
Simon Mignolet,06/03/1988,Belgium,liverpool-fc,Season 2016/2017,2016,2017
Alberto Moreno,05/07/1992,Spain,liverpool-fc,Season 2016/2017,2016,2017
Trent Alexander-Arnold,07/10/1998,England,liverpool-fc,Season 2016/2017,2016,2017
Nathaniel Clyne,05/04/1991,England,liverpool-fc,Season 2016/2017,2016,2017
Joe Gomez,23/05/1997,England,liverpool-fc,Season 2016/2017,2016,2017
Ragnar Klavan,30/10/1985,Estonia,liverpool-fc,Season 2016/2017,2016,2017
Dejan Lovren,05/07/1989,Croatia,liverpool-fc,Season 2016/2017,2016,2017
Joel Matip,08/08/1991,Cameroon,liverpool-fc,Season 2016/2017,2016,2017
James Milner,04/01/1986,England,liverpool-fc,Season 2016/2017,2016,2017
Connor Randall,21/10/1995,England,liverpool-fc,Season 2016/2017,2016,2017
Emre Can,12/01/1994,Germany,liverpool-fc,Season 2016/2017,2016,2017
Coutinho,12/06/1992,Brazil,liverpool-fc,Season 2016/2017,2016,2017
Ovie Ejaria,18/11/1997,England,liverpool-fc,Season 2016/2017,2016,2017
Marko GrujiÄ,13/04/1996,Serbia,liverpool-fc,Season 2016/2017,2016,2017
Jordan Henderson,17/06/1990,England,liverpool-fc,Season 2016/2017,2016,2017
Adam Lallana,10/05/1988,England,liverpool-fc,Season 2016/2017,2016,2017
Lucas Leiva,09/01/1987,Brazil,liverpool-fc,Season 2016/2017,2016,2017
Sheyi Ojo,19/06/1997,England,liverpool-fc,Season 2016/2017,2016,2017
Paulinho,25/12/1997,Portugal,liverpool-fc,Season 2016/2017,2016,2017
Kevin Stewart,07/09/1993,England,liverpool-fc,Season 2016/2017,2016,2017
Georginio Wijnaldum,11/11/1990,Netherlands,liverpool-fc,Season 2016/2017,2016,2017
Michael Jordan Williams,06/11/1995,Wales,liverpool-fc,Season 2016/2017,2016,2017
Rhian Brewster,01/04/2000,England,liverpool-fc,Season 2016/2017,2016,2017
Danny Ings,23/07/1992,England,liverpool-fc,Season 2016/2017,2016,2017
Sadio ManÃ©,10/04/1992,Senegal,liverpool-fc,Season 2016/2017,2016,2017
Divock Origi,18/04/1995,Belgium,liverpool-fc,Season 2016/2017,2016,2017
Roberto Firmino,02/10/1991,Brazil,liverpool-fc,Season 2016/2017,2016,2017
Daniel Sturridge,01/09/1989,England,liverpool-fc,Season 2016/2017,2016,2017
Harry Wilson,22/03/1997,Wales,liverpool-fc,Season 2016/2017,2016,2017
Benjamin Woodburn,15/10/1999,Wales,liverpool-fc,Season 2016/2017,2016,2017
JÃ¼rgen Klopp,16/06/1967,Germany,liverpool-fc,Season 2016/2017,2016,2017
Å½eljko BuvaÄ,13/09/1961,Bosnia-Herzegovina,liverpool-fc,Season 2016/2017,2016,2017
Peter Krawietz,31/12/1971,Germany,liverpool-fc,Season 2016/2017,2016,2017
Pepijn Lijnders,24/01/1983,Netherlands,liverpool-fc,Season 2016/2017,2016,2017
John Achterberg,08/07/1971,Netherlands,liverpool-fc,Season 2016/2017,2016,2017
Andreas Kornmayer,21/09/1974,Germany,liverpool-fc,Season 2016/2017,2016,2017
ÃdÃ¡m BogdÃ¡n,27/09/1987,Hungary,liverpool-fc,Season 2015/2016,2015,2016
Simon Mignolet,06/03/1988,Belgium,liverpool-fc,Season 2015/2016,2015,2016
Danny Ward,22/06/1993,Wales,liverpool-fc,Season 2015/2016,2015,2016
Alberto Moreno,05/07/1992,Spain,liverpool-fc,Season 2015/2016,2015,2016
Steven Caulker,29/12/1991,England,liverpool-fc,Season 2015/2016,2015,2016
Daniel Cleary,09/03/1996,Ireland,liverpool-fc,Season 2015/2016,2015,2016
Nathaniel Clyne,05/04/1991,England,liverpool-fc,Season 2015/2016,2015,2016
Jon Flanagan,01/01/1993,England,liverpool-fc,Season 2015/2016,2015,2016
Joe Gomez,23/05/1997,England,liverpool-fc,Season 2015/2016,2015,2016
Lloyd Jones,07/10/1995,England,liverpool-fc,Season 2015/2016,2015,2016
JosÃ© Enrique,23/01/1986,Spain,liverpool-fc,Season 2015/2016,2015,2016
Dejan Lovren,05/07/1989,Croatia,liverpool-fc,Season 2015/2016,2015,2016
Joe Maguire,18/01/1996,England,liverpool-fc,Season 2015/2016,2015,2016
Conor Masterson,08/09/1998,Ireland,liverpool-fc,Season 2015/2016,2015,2016
Connor Randall,21/10/1995,England,liverpool-fc,Season 2015/2016,2015,2016
Mamadou Sakho,13/02/1990,France,liverpool-fc,Season 2015/2016,2015,2016
Martin Å krtel,15/12/1984,Slovakia,liverpool-fc,Season 2015/2016,2015,2016
Brad Smith,09/04/1994,Australia,liverpool-fc,Season 2015/2016,2015,2016
Tiago Ilori,26/02/1993,Portugal,liverpool-fc,Season 2015/2016,2015,2016
Kolo TourÃ©,19/03/1981,Ivory Coast,liverpool-fc,Season 2015/2016,2015,2016
Joe Allen,14/03/1990,Wales,liverpool-fc,Season 2015/2016,2015,2016
Cameron Brannagan,09/05/1996,England,liverpool-fc,Season 2015/2016,2015,2016
Emre Can,12/01/1994,Germany,liverpool-fc,Season 2015/2016,2015,2016
Coutinho,12/06/1992,Brazil,liverpool-fc,Season 2015/2016,2015,2016
Jack Dunn,19/11/1994,England,liverpool-fc,Season 2015/2016,2015,2016
Jordan Henderson,17/06/1990,England,liverpool-fc,Season 2015/2016,2015,2016
JoÃ£o Carlos Teixeira,18/01/1993,Portugal,liverpool-fc,Season 2015/2016,2015,2016
Ryan Kent,11/11/1996,England,liverpool-fc,Season 2015/2016,2015,2016
Adam Lallana,10/05/1988,England,liverpool-fc,Season 2015/2016,2015,2016
Lucas Leiva,09/01/1987,Brazil,liverpool-fc,Season 2015/2016,2015,2016
James Milner,04/01/1986,England,liverpool-fc,Season 2015/2016,2015,2016
Sheyi Ojo,19/06/1997,England,liverpool-fc,Season 2015/2016,2015,2016
Pedro Chirivella,23/05/1997,Spain,liverpool-fc,Season 2015/2016,2015,2016
Adam Phillips,15/01/1998,England,liverpool-fc,Season 2015/2016,2015,2016
Jordan Rossiter,24/03/1997,England,liverpool-fc,Season 2015/2016,2015,2016
Kevin Stewart,07/09/1993,England,liverpool-fc,Season 2015/2016,2015,2016
Christian Benteke,03/12/1990,Belgium,liverpool-fc,Season 2015/2016,2015,2016
Jordon Ibe,08/12/1995,England,liverpool-fc,Season 2015/2016,2015,2016
Danny Ings,23/07/1992,England,liverpool-fc,Season 2015/2016,2015,2016
Divock Origi,18/04/1995,Belgium,liverpool-fc,Season 2015/2016,2015,2016
Roberto Firmino,02/10/1991,Brazil,liverpool-fc,Season 2015/2016,2015,2016
Sergi CanÃ³s,02/02/1997,Spain,liverpool-fc,Season 2015/2016,2015,2016
Jerome Sinclair,20/09/1996,England,liverpool-fc,Season 2015/2016,2015,2016
Daniel Sturridge,01/09/1989,England,liverpool-fc,Season 2015/2016,2015,2016
JÃ¼rgen Klopp,16/06/1967,Germany,liverpool-fc,Season 2015/2016,2015,2016
Å½eljko BuvaÄ,13/09/1961,Bosnia-Herzegovina,liverpool-fc,Season 2015/2016,2015,2016
Peter Krawietz,31/12/1971,Germany,liverpool-fc,Season 2015/2016,2015,2016
Pepijn Lijnders,24/01/1983,Netherlands,liverpool-fc,Season 2015/2016,2015,2016
John Achterberg,08/07/1971,Netherlands,liverpool-fc,Season 2015/2016,2015,2016
Brad Jones,19/03/1982,Australia,liverpool-fc,Season 2014/2015,2014,2015
Simon Mignolet,06/03/1988,Belgium,liverpool-fc,Season 2014/2015,2014,2015
Danny Ward,22/06/1993,Wales,liverpool-fc,Season 2014/2015,2014,2015
Alberto Moreno,05/07/1992,Spain,liverpool-fc,Season 2014/2015,2014,2015
Jon Flanagan,01/01/1993,England,liverpool-fc,Season 2014/2015,2014,2015
Glen Johnson,23/08/1984,England,liverpool-fc,Season 2014/2015,2014,2015
Lloyd Jones,07/10/1995,England,liverpool-fc,Season 2014/2015,2014,2015
JosÃ© Enrique,23/01/1986,Spain,liverpool-fc,Season 2014/2015,2014,2015
Dejan Lovren,05/07/1989,Croatia,liverpool-fc,Season 2014/2015,2014,2015
Manquillo,05/05/1994,Spain,liverpool-fc,Season 2014/2015,2014,2015
Mamadou Sakho,13/02/1990,France,liverpool-fc,Season 2014/2015,2014,2015
Martin Å krtel,15/12/1984,Slovakia,liverpool-fc,Season 2014/2015,2014,2015
Brad Smith,09/04/1994,Australia,liverpool-fc,Season 2014/2015,2014,2015
Kolo TourÃ©,19/03/1981,Ivory Coast,liverpool-fc,Season 2014/2015,2014,2015
Joe Allen,14/03/1990,Wales,liverpool-fc,Season 2014/2015,2014,2015
Cameron Brannagan,09/05/1996,England,liverpool-fc,Season 2014/2015,2014,2015
Emre Can,12/01/1994,Germany,liverpool-fc,Season 2014/2015,2014,2015
Coutinho,12/06/1992,Brazil,liverpool-fc,Season 2014/2015,2014,2015
Jack Dunn,19/11/1994,England,liverpool-fc,Season 2014/2015,2014,2015
Steven Gerrard,30/05/1980,England,liverpool-fc,Season 2014/2015,2014,2015
Jordan Henderson,17/06/1990,England,liverpool-fc,Season 2014/2015,2014,2015
JoÃ£o Carlos Teixeira,18/01/1993,Portugal,liverpool-fc,Season 2014/2015,2014,2015
Adam Lallana,10/05/1988,England,liverpool-fc,Season 2014/2015,2014,2015
Lucas Leiva,09/01/1987,Brazil,liverpool-fc,Season 2014/2015,2014,2015
Lazar MarkoviÄ,02/03/1994,Serbia,liverpool-fc,Season 2014/2015,2014,2015
Sheyi Ojo,19/06/1997,England,liverpool-fc,Season 2014/2015,2014,2015
Jordan Rossiter,24/03/1997,England,liverpool-fc,Season 2014/2015,2014,2015
Mario Balotelli,12/08/1990,Italy,liverpool-fc,Season 2014/2015,2014,2015
Fabio Borini,23/03/1991,Italy,liverpool-fc,Season 2014/2015,2014,2015
Jordon Ibe,08/12/1995,England,liverpool-fc,Season 2014/2015,2014,2015
Rickie Lambert,16/02/1982,England,liverpool-fc,Season 2014/2015,2014,2015
Jerome Sinclair,20/09/1996,England,liverpool-fc,Season 2014/2015,2014,2015
Raheem Sterling,08/12/1994,England,liverpool-fc,Season 2014/2015,2014,2015
Daniel Sturridge,01/09/1989,England,liverpool-fc,Season 2014/2015,2014,2015
Samed YeÅil,25/05/1994,Germany,liverpool-fc,Season 2014/2015,2014,2015
Brendan Rodgers,26/01/1973,Northern Ireland,liverpool-fc,Season 2014/2015,2014,2015
Mike Marsh,21/07/1969,England,liverpool-fc,Season 2014/2015,2014,2015
Colin Pascoe,09/04/1965,Wales,liverpool-fc,Season 2014/2015,2014,2015
John Achterberg,08/07/1971,Netherlands,liverpool-fc,Season 2014/2015,2014,2015
Brad Jones,19/03/1982,Australia,liverpool-fc,Season 2013/2014,2013,2014
Simon Mignolet,06/03/1988,Belgium,liverpool-fc,Season 2013/2014,2013,2014
Danny Ward,22/06/1993,Wales,liverpool-fc,Season 2013/2014,2013,2014
Daniel Agger,12/12/1984,Denmark,liverpool-fc,Season 2013/2014,2013,2014
Aly Cissokho,15/09/1987,France,liverpool-fc,Season 2013/2014,2013,2014
Jon Flanagan,01/01/1993,England,liverpool-fc,Season 2013/2014,2013,2014
Glen Johnson,23/08/1984,England,liverpool-fc,Season 2013/2014,2013,2014
Lloyd Jones,07/10/1995,England,liverpool-fc,Season 2013/2014,2013,2014
JosÃ© Enrique,23/01/1986,Spain,liverpool-fc,Season 2013/2014,2013,2014
Martin Kelly,27/04/1990,England,liverpool-fc,Season 2013/2014,2013,2014
Mamadou Sakho,13/02/1990,France,liverpool-fc,Season 2013/2014,2013,2014
Stephen Sama,05/03/1993,Germany,liverpool-fc,Season 2013/2014,2013,2014
Martin Å krtel,15/12/1984,Slovakia,liverpool-fc,Season 2013/2014,2013,2014
Brad Smith,09/04/1994,Australia,liverpool-fc,Season 2013/2014,2013,2014
Kolo TourÃ©,19/03/1981,Ivory Coast,liverpool-fc,Season 2013/2014,2013,2014
Joe Allen,14/03/1990,Wales,liverpool-fc,Season 2013/2014,2013,2014
Cameron Brannagan,09/05/1996,England,liverpool-fc,Season 2013/2014,2013,2014
Coutinho,12/06/1992,Brazil,liverpool-fc,Season 2013/2014,2013,2014
Steven Gerrard,30/05/1980,England,liverpool-fc,Season 2013/2014,2013,2014
Jordan Henderson,17/06/1990,England,liverpool-fc,Season 2013/2014,2013,2014
JoÃ£o Carlos Teixeira,18/01/1993,Portugal,liverpool-fc,Season 2013/2014,2013,2014
Lucas Leiva,09/01/1987,Brazil,liverpool-fc,Season 2013/2014,2013,2014
Luis Alberto,28/11/1992,Spain,liverpool-fc,Season 2013/2014,2013,2014
Jordan Rossiter,24/03/1997,England,liverpool-fc,Season 2013/2014,2013,2014
Iago Aspas,01/08/1987,Spain,liverpool-fc,Season 2013/2014,2013,2014
Victor Moses,12/12/1990,Nigeria,liverpool-fc,Season 2013/2014,2013,2014
Jerome Sinclair,20/09/1996,England,liverpool-fc,Season 2013/2014,2013,2014
Raheem Sterling,08/12/1994,England,liverpool-fc,Season 2013/2014,2013,2014
Daniel Sturridge,01/09/1989,England,liverpool-fc,Season 2013/2014,2013,2014
Luis SuÃ¡rez,24/01/1987,Uruguay,liverpool-fc,Season 2013/2014,2013,2014
Samed YeÅil,25/05/1994,Germany,liverpool-fc,Season 2013/2014,2013,2014
Brendan Rodgers,26/01/1973,Northern Ireland,liverpool-fc,Season 2013/2014,2013,2014
Mike Marsh,21/07/1969,England,liverpool-fc,Season 2013/2014,2013,2014
Colin Pascoe,09/04/1965,Wales,liverpool-fc,Season 2013/2014,2013,2014
John Achterberg,08/07/1971,Netherlands,liverpool-fc,Season 2013/2014,2013,2014
PÃ©ter GulÃ¡csi,06/05/1990,Hungary,liverpool-fc,Season 2012/2013,2012,2013
Brad Jones,19/03/1982,Australia,liverpool-fc,Season 2012/2013,2012,2013
Pepe Reina,31/08/1982,Spain,liverpool-fc,Season 2012/2013,2012,2013
Danny Ward,22/06/1993,Wales,liverpool-fc,Season 2012/2013,2012,2013
Daniel Agger,12/12/1984,Denmark,liverpool-fc,Season 2012/2013,2012,2013
Jamie Carragher,28/01/1978,England,liverpool-fc,Season 2012/2013,2012,2013
Conor Coady,25/02/1993,England,liverpool-fc,Season 2012/2013,2012,2013
SebastiÃ¡n Coates,07/10/1990,Uruguay,liverpool-fc,Season 2012/2013,2012,2013
Jon Flanagan,01/01/1993,England,liverpool-fc,Season 2012/2013,2012,2013
Glen Johnson,23/08/1984,England,liverpool-fc,Season 2012/2013,2012,2013
JosÃ© Enrique,23/01/1986,Spain,liverpool-fc,Season 2012/2013,2012,2013
Martin Kelly,27/04/1990,England,liverpool-fc,Season 2012/2013,2012,2013
Ryan McLaughlin,30/09/1994,Northern Ireland,liverpool-fc,Season 2012/2013,2012,2013
Stephen Sama,05/03/1993,Germany,liverpool-fc,Season 2012/2013,2012,2013
Martin Å krtel,15/12/1984,Slovakia,liverpool-fc,Season 2012/2013,2012,2013
Andre Wisdom,09/05/1993,England,liverpool-fc,Season 2012/2013,2012,2013
Joe Allen,14/03/1990,Wales,liverpool-fc,Season 2012/2013,2012,2013
Coutinho,12/06/1992,Brazil,liverpool-fc,Season 2012/2013,2012,2013
Stewart Downing,22/07/1984,England,liverpool-fc,Season 2012/2013,2012,2013
Steven Gerrard,30/05/1980,England,liverpool-fc,Season 2012/2013,2012,2013
Jordan Henderson,17/06/1990,England,liverpool-fc,Season 2012/2013,2012,2013
Lucas Leiva,09/01/1987,Brazil,liverpool-fc,Season 2012/2013,2012,2013
Marc Pelosi,17/06/1994,USA,liverpool-fc,Season 2012/2013,2012,2013
Jonjo Shelvey,27/02/1992,England,liverpool-fc,Season 2012/2013,2012,2013
Suso,19/11/1993,Spain,liverpool-fc,Season 2012/2013,2012,2013
KrisztiÃ¡n AdorjÃ¡n,19/01/1993,Hungary,liverpool-fc,Season 2012/2013,2012,2013
Oussama Assaidi,15/08/1988,Morocco,liverpool-fc,Season 2012/2013,2012,2013
Fabio Borini,23/03/1991,Italy,liverpool-fc,Season 2012/2013,2012,2013
Jordon Ibe,08/12/1995,England,liverpool-fc,Season 2012/2013,2012,2013
Adam Morgan,21/04/1994,England,liverpool-fc,Season 2012/2013,2012,2013
Jerome Sinclair,20/09/1996,England,liverpool-fc,Season 2012/2013,2012,2013
Raheem Sterling,08/12/1994,England,liverpool-fc,Season 2012/2013,2012,2013
Daniel Sturridge,01/09/1989,England,liverpool-fc,Season 2012/2013,2012,2013
Luis SuÃ¡rez,24/01/1987,Uruguay,liverpool-fc,Season 2012/2013,2012,2013
Samed YeÅil,25/05/1994,Germany,liverpool-fc,Season 2012/2013,2012,2013
Brendan Rodgers,26/01/1973,Northern Ireland,liverpool-fc,Season 2012/2013,2012,2013
Colin Pascoe,09/04/1965,Wales,liverpool-fc,Season 2012/2013,2012,2013
John Achterberg,08/07/1971,Netherlands,liverpool-fc,Season 2012/2013,2012,2013
Doni,22/10/1979,Brazil,liverpool-fc,Season 2011/2012,2011,2012
PÃ©ter GulÃ¡csi,06/05/1990,Hungary,liverpool-fc,Season 2011/2012,2011,2012
Brad Jones,19/03/1982,Australia,liverpool-fc,Season 2011/2012,2011,2012
Pepe Reina,31/08/1982,Spain,liverpool-fc,Season 2011/2012,2011,2012
Daniel Agger,12/12/1984,Denmark,liverpool-fc,Season 2011/2012,2011,2012
Jamie Carragher,28/01/1978,England,liverpool-fc,Season 2011/2012,2011,2012
SebastiÃ¡n Coates,07/10/1990,Uruguay,liverpool-fc,Season 2011/2012,2011,2012
Stephen Darby,06/10/1988,England,liverpool-fc,Season 2011/2012,2011,2012
Jon Flanagan,01/01/1993,England,liverpool-fc,Season 2011/2012,2011,2012
Glen Johnson,23/08/1984,England,liverpool-fc,Season 2011/2012,2011,2012
JosÃ© Enrique,23/01/1986,Spain,liverpool-fc,Season 2011/2012,2011,2012
Martin Kelly,27/04/1990,England,liverpool-fc,Season 2011/2012,2011,2012
Emmanuel Mendy,30/03/1990,Guinea-Bissau,liverpool-fc,Season 2011/2012,2011,2012
Jack Robinson,01/09/1993,England,liverpool-fc,Season 2011/2012,2011,2012
Martin Å krtel,15/12/1984,Slovakia,liverpool-fc,Season 2011/2012,2011,2012
Andre Wisdom,09/05/1993,England,liverpool-fc,Season 2011/2012,2011,2012
Charlie Adam,10/12/1985,Scotland,liverpool-fc,Season 2011/2012,2011,2012
Stewart Downing,22/07/1984,England,liverpool-fc,Season 2011/2012,2011,2012
Steven Gerrard,30/05/1980,England,liverpool-fc,Season 2011/2012,2011,2012
Jordan Henderson,17/06/1990,England,liverpool-fc,Season 2011/2012,2011,2012
Lucas Leiva,09/01/1987,Brazil,liverpool-fc,Season 2011/2012,2011,2012
Maxi Rodriguez,02/01/1981,Argentina,liverpool-fc,Season 2011/2012,2011,2012
Jonjo Shelvey,27/02/1992,England,liverpool-fc,Season 2011/2012,2011,2012
Jay Spearing,25/11/1988,England,liverpool-fc,Season 2011/2012,2011,2012
Craig Bellamy,13/07/1979,Wales,liverpool-fc,Season 2011/2012,2011,2012
Andy Carroll,06/01/1989,England,liverpool-fc,Season 2011/2012,2011,2012
Nathan Eccleston,30/12/1990,England,liverpool-fc,Season 2011/2012,2011,2012
Dirk Kuyt,22/07/1980,Netherlands,liverpool-fc,Season 2011/2012,2011,2012
Raheem Sterling,08/12/1994,England,liverpool-fc,Season 2011/2012,2011,2012
Luis SuÃ¡rez,24/01/1987,Uruguay,liverpool-fc,Season 2011/2012,2011,2012
Brendan Rodgers,26/01/1973,Northern Ireland,liverpool-fc,Season 2011/2012,2011,2012
John Achterberg,08/07/1971,Netherlands,liverpool-fc,Season 2011/2012,2011,2012
Dean Bouzanis,02/10/1990,Australia,liverpool-fc,Season 2010/2011,2010,2011
PÃ©ter GulÃ¡csi,06/05/1990,Hungary,liverpool-fc,Season 2010/2011,2010,2011
Martin Hansen,15/06/1990,Denmark,liverpool-fc,Season 2010/2011,2010,2011
Pepe Reina,31/08/1982,Spain,liverpool-fc,Season 2010/2011,2010,2011
Daniel Agger,12/12/1984,Denmark,liverpool-fc,Season 2010/2011,2010,2011
Jamie Carragher,28/01/1978,England,liverpool-fc,Season 2010/2011,2010,2011
Conor Coady,25/02/1993,England,liverpool-fc,Season 2010/2011,2010,2011
Stephen Darby,06/10/1988,England,liverpool-fc,Season 2010/2011,2010,2011
FÃ¡bio AurÃ©lio,24/09/1979,Brazil,liverpool-fc,Season 2010/2011,2010,2011
Jon Flanagan,01/01/1993,England,liverpool-fc,Season 2010/2011,2010,2011
Steven Irwin,29/09/1990,England,liverpool-fc,Season 2010/2011,2010,2011
Glen Johnson,23/08/1984,England,liverpool-fc,Season 2010/2011,2010,2011
Martin Kelly,27/04/1990,England,liverpool-fc,Season 2010/2011,2010,2011
Paul Konchesky,15/05/1981,England,liverpool-fc,Season 2010/2011,2010,2011
Sotirios Kyrgiakos,23/07/1979,Greece,liverpool-fc,Season 2010/2011,2010,2011
Jack Robinson,01/09/1993,England,liverpool-fc,Season 2010/2011,2010,2011
Martin Å krtel,15/12/1984,Slovakia,liverpool-fc,Season 2010/2011,2010,2011
Danny Wilson,27/12/1991,Scotland,liverpool-fc,Season 2010/2011,2010,2011
Andre Wisdom,09/05/1993,England,liverpool-fc,Season 2010/2011,2010,2011
Joe Cole,08/11/1981,England,liverpool-fc,Season 2010/2011,2010,2011
Steven Gerrard,30/05/1980,England,liverpool-fc,Season 2010/2011,2010,2011
Lucas Leiva,09/01/1987,Brazil,liverpool-fc,Season 2010/2011,2010,2011
Christian Poulsen,28/02/1980,Denmark,liverpool-fc,Season 2010/2011,2010,2011
RaÃºl Meireles,17/03/1983,Portugal,liverpool-fc,Season 2010/2011,2010,2011
Maxi Rodriguez,02/01/1981,Argentina,liverpool-fc,Season 2010/2011,2010,2011
Jonjo Shelvey,27/02/1992,England,liverpool-fc,Season 2010/2011,2010,2011
Jay Spearing,25/11/1988,England,liverpool-fc,Season 2010/2011,2010,2011
Conor Thomas,29/10/1993,England,liverpool-fc,Season 2010/2011,2010,2011
Andy Carroll,06/01/1989,England,liverpool-fc,Season 2010/2011,2010,2011
Tom Ince,30/01/1992,England,liverpool-fc,Season 2010/2011,2010,2011
Milan JovanoviÄ,18/04/1981,Serbia,liverpool-fc,Season 2010/2011,2010,2011
Dirk Kuyt,22/07/1980,Netherlands,liverpool-fc,Season 2010/2011,2010,2011
David N'Gog,01/04/1989,France,liverpool-fc,Season 2010/2011,2010,2011
Raheem Sterling,08/12/1994,England,liverpool-fc,Season 2010/2011,2010,2011
Luis SuÃ¡rez,24/01/1987,Uruguay,liverpool-fc,Season 2010/2011,2010,2011
Kenny Dalglish,04/03/1951,Scotland,liverpool-fc,Season 2010/2011,2010,2011
Steve Clarke,29/08/1963,Scotland,liverpool-fc,Season 2010/2011,2010,2011
Sammy Lee,07/02/1959,England,liverpool-fc,Season 2010/2011,2010,2011
John Achterberg,08/07/1971,Netherlands,liverpool-fc,Season 2010/2011,2010,2011
Dean Bouzanis,02/10/1990,Australia,liverpool-fc,Season 2009/2010,2009,2010
Diego Cavalieri,01/12/1982,Brazil,liverpool-fc,Season 2009/2010,2009,2010
PÃ©ter GulÃ¡csi,06/05/1990,Hungary,liverpool-fc,Season 2009/2010,2009,2010
David Martin,22/01/1986,England,liverpool-fc,Season 2009/2010,2009,2010
Pepe Reina,31/08/1982,Spain,liverpool-fc,Season 2009/2010,2009,2010
Daniel Agger,12/12/1984,Denmark,liverpool-fc,Season 2009/2010,2009,2010
Jamie Carragher,28/01/1978,England,liverpool-fc,Season 2009/2010,2009,2010
Daniel Ayala,07/11/1990,Spain,liverpool-fc,Season 2009/2010,2009,2010
Philipp Degen,15/02/1983,Switzerland,liverpool-fc,Season 2009/2010,2009,2010
FÃ¡bio AurÃ©lio,24/09/1979,Brazil,liverpool-fc,Season 2009/2010,2009,2010
Emiliano InsÃºa,07/01/1989,Argentina,liverpool-fc,Season 2009/2010,2009,2010
Glen Johnson,23/08/1984,England,liverpool-fc,Season 2009/2010,2009,2010
Martin Kelly,27/04/1990,England,liverpool-fc,Season 2009/2010,2009,2010
Sotirios Kyrgiakos,23/07/1979,Greece,liverpool-fc,Season 2009/2010,2009,2010
Jack Robinson,01/09/1993,England,liverpool-fc,Season 2009/2010,2009,2010
Martin Å krtel,15/12/1984,Slovakia,liverpool-fc,Season 2009/2010,2009,2010
Alberto Aquilani,07/07/1984,Italy,liverpool-fc,Season 2009/2010,2009,2010
Yossi Benayoun,05/05/1980,Israel,liverpool-fc,Season 2009/2010,2009,2010
Nabil El Zhar,27/08/1986,Morocco,liverpool-fc,Season 2009/2010,2009,2010
