name,date_of_birth,place_of_birth,team,season,season_start_year,season_end_year
Alberto Rivera,16/02/1978,Spain,levante-ud,Season 2003/2004,2003,2004
Carpintero,28/09/1976,Spain,levante-ud,Season 2003/2004,2003,2004
FÃ©lix Ettien,26/09/1979,Ivory Coast,levante-ud,Season 2003/2004,2003,2004
Jofre,24/01/1980,Spain,levante-ud,Season 2003/2004,2003,2004
Lecumberri,21/01/1970,Spain,levante-ud,Season 2003/2004,2003,2004
Limones,31/08/1978,Spain,levante-ud,Season 2003/2004,2003,2004
Manolo,01/12/1979,Spain,levante-ud,Season 2003/2004,2003,2004
Sandro,14/10/1974,Spain,levante-ud,Season 2003/2004,2003,2004
SÃ©rvulo,27/04/1979,Spain,levante-ud,Season 2003/2004,2003,2004
Tito,15/07/1971,Spain,levante-ud,Season 2003/2004,2003,2004
Aganzo,10/01/1981,Spain,levante-ud,Season 2003/2004,2003,2004
Edwin Congo,07/10/1976,Colombia,levante-ud,Season 2003/2004,2003,2004
CuÃ©llar,13/09/1972,Spain,levante-ud,Season 2003/2004,2003,2004
Gustavo Reggi,28/05/1973,Argentina,levante-ud,Season 2003/2004,2003,2004
Emilio RenterÃ­a,09/10/1984,Venezuela,levante-ud,Season 2003/2004,2003,2004
Manolo Preciado,28/08/1957,Spain,levante-ud,Season 2003/2004,2003,2004
AizpurÃºa,05/05/1970,Spain,levante-ud,Season 2002/2003,2002,2003
Paco,15/03/1979,Spain,levante-ud,Season 2002/2003,2002,2003
Rafa GÃ³mez,05/01/1974,Spain,levante-ud,Season 2002/2003,2002,2003
Cabanillas,06/04/1975,Spain,levante-ud,Season 2002/2003,2002,2003
Descarga,25/08/1976,Spain,levante-ud,Season 2002/2003,2002,2003
Cristian DÃ­az,12/05/1976,Argentina,levante-ud,Season 2002/2003,2002,2003
FÃ©lix,06/01/1968,Spain,levante-ud,Season 2002/2003,2002,2003
Juanra,24/04/1980,Spain,levante-ud,Season 2002/2003,2002,2003
Olias,04/02/1969,Spain,levante-ud,Season 2002/2003,2002,2003
Rial,01/10/1977,Spain,levante-ud,Season 2002/2003,2002,2003
Txomin Larrainzar,08/09/1969,Spain,levante-ud,Season 2002/2003,2002,2003
Alberto Rivera,16/02/1978,Spain,levante-ud,Season 2002/2003,2002,2003
Alberto Saavedra,15/11/1971,Spain,levante-ud,Season 2002/2003,2002,2003
Carpintero,28/09/1976,Spain,levante-ud,Season 2002/2003,2002,2003
CastaÃ±o,29/12/1972,Spain,levante-ud,Season 2002/2003,2002,2003
CoscollÃ ,10/04/1981,Spain,levante-ud,Season 2002/2003,2002,2003
Duda,27/06/1980,Portugal,levante-ud,Season 2002/2003,2002,2003
FÃ©lix Ettien,26/09/1979,Ivory Coast,levante-ud,Season 2002/2003,2002,2003
Jofre,24/01/1980,Spain,levante-ud,Season 2002/2003,2002,2003
Lecumberri,21/01/1970,Spain,levante-ud,Season 2002/2003,2002,2003
Limones,31/08/1978,Spain,levante-ud,Season 2002/2003,2002,2003
SÃ©rvulo,27/04/1979,Spain,levante-ud,Season 2002/2003,2002,2003
Gabriel Amato,22/09/1970,Argentina,levante-ud,Season 2002/2003,2002,2003
Chota,05/04/1975,Spain,levante-ud,Season 2002/2003,2002,2003
Edwin Congo,07/10/1976,Colombia,levante-ud,Season 2002/2003,2002,2003
Luismi Loro,04/09/1979,Spain,levante-ud,Season 2002/2003,2002,2003
Predrag MijatoviÄ,19/01/1969,Montenegro,levante-ud,Season 2002/2003,2002,2003
JosÃ© GÃ³mez,30/03/1968,Spain,levante-ud,Season 2002/2003,2002,2003
Jon Ander,06/09/1976,Spain,levante-ud,Season 2001/2002,2001,2002
Rafa GÃ³mez,05/01/1974,Spain,levante-ud,Season 2001/2002,2001,2002
Aurelio,07/10/1974,Spain,levante-ud,Season 2001/2002,2001,2002
Bruno Novo,27/06/1980,Portugal,levante-ud,Season 2001/2002,2001,2002
Descarga,25/08/1976,Spain,levante-ud,Season 2001/2002,2001,2002
Gerard Autet,08/09/1978,Spain,levante-ud,Season 2001/2002,2001,2002
Gorka GarcÃ­a,08/02/1975,Spain,levante-ud,Season 2001/2002,2001,2002
Juanra,24/04/1980,Spain,levante-ud,Season 2001/2002,2001,2002
Morales,13/01/1975,Spain,levante-ud,Season 2001/2002,2001,2002
Paco PeÃ±a,25/07/1978,Spain,levante-ud,Season 2001/2002,2001,2002
Rial,01/10/1977,Spain,levante-ud,Season 2001/2002,2001,2002
Alberto Saavedra,15/11/1971,Spain,levante-ud,Season 2001/2002,2001,2002
Chicha,13/03/1976,Spain,levante-ud,Season 2001/2002,2001,2002
FÃ©lix Ettien,26/09/1979,Ivory Coast,levante-ud,Season 2001/2002,2001,2002
Juba,29/11/1974,Guinea-Bissau,levante-ud,Season 2001/2002,2001,2002
Juvenal,03/04/1979,Equatorial Guinea,levante-ud,Season 2001/2002,2001,2002
Lima,21/02/1975,Brazil,levante-ud,Season 2001/2002,2001,2002
Roa,22/09/1970,Spain,levante-ud,Season 2001/2002,2001,2002
Setvalls,20/08/1974,Spain,levante-ud,Season 2001/2002,2001,2002
TabarÃ© Silva,30/08/1974,Uruguay,levante-ud,Season 2001/2002,2001,2002
Chota,05/04/1975,Spain,levante-ud,Season 2001/2002,2001,2002
Diego Torres,19/09/1978,Spain,levante-ud,Season 2001/2002,2001,2002
FÃºriga,22/01/1976,Argentina,levante-ud,Season 2001/2002,2001,2002
Javi PeÃ±a,16/09/1972,Spain,levante-ud,Season 2001/2002,2001,2002
Josemi,28/01/1976,Spain,levante-ud,Season 2001/2002,2001,2002
Kaiku,26/07/1972,Spain,levante-ud,Season 2001/2002,2001,2002
Salas,13/05/1980,Spain,levante-ud,Season 2001/2002,2001,2002
Carlos Cantarero,04/11/1961,Spain,levante-ud,Season 2001/2002,2001,2002
JosÃ© Veiga,18/12/1976,Cape Verde,levante-ud,Season 2000/2001,2000,2001
Rubio,18/05/1975,Spain,levante-ud,Season 2000/2001,2000,2001
Aurelio,07/10/1974,Spain,levante-ud,Season 2000/2001,2000,2001
Cabanillas,06/04/1975,Spain,levante-ud,Season 2000/2001,2000,2001
Descarga,25/08/1976,Spain,levante-ud,Season 2000/2001,2000,2001
Gorka GarcÃ­a,08/02/1975,Spain,levante-ud,Season 2000/2001,2000,2001
Juanra,24/04/1980,Spain,levante-ud,Season 2000/2001,2000,2001
Morales,13/01/1975,Spain,levante-ud,Season 2000/2001,2000,2001
Paco PeÃ±a,25/07/1978,Spain,levante-ud,Season 2000/2001,2000,2001
Rial,01/10/1977,Spain,levante-ud,Season 2000/2001,2000,2001
TomÃ s,19/12/1970,Spain,levante-ud,Season 2000/2001,2000,2001
Alberto Saavedra,15/11/1971,Spain,levante-ud,Season 2000/2001,2000,2001
Chicha,13/03/1976,Spain,levante-ud,Season 2000/2001,2000,2001
Mohammed El-Yaagoubi,12/09/1977,Morocco,levante-ud,Season 2000/2001,2000,2001
FÃ©lix Ettien,26/09/1979,Ivory Coast,levante-ud,Season 2000/2001,2000,2001
Francis,10/01/1975,Spain,levante-ud,Season 2000/2001,2000,2001
Juba,29/11/1974,Guinea-Bissau,levante-ud,Season 2000/2001,2000,2001
Daniel Kome,19/05/1980,Cameroon,levante-ud,Season 2000/2001,2000,2001
Lima,21/02/1975,Brazil,levante-ud,Season 2000/2001,2000,2001
Miguel,16/04/1974,Spain,levante-ud,Season 2000/2001,2000,2001
Miguel Ãngel,16/09/1978,Spain,levante-ud,Season 2000/2001,2000,2001
Navarro,03/09/1975,Spain,levante-ud,Season 2000/2001,2000,2001
Roa,22/09/1970,Spain,levante-ud,Season 2000/2001,2000,2001
Miguel CÃ¡ceres,06/06/1978,Paraguay,levante-ud,Season 2000/2001,2000,2001
Javi PeÃ±a,16/09/1972,Spain,levante-ud,Season 2000/2001,2000,2001
Kaiku,26/07/1972,Spain,levante-ud,Season 2000/2001,2000,2001
Roberto PeragÃ³n,07/02/1978,Spain,levante-ud,Season 2000/2001,2000,2001
Salillas,07/01/1967,Spain,levante-ud,Season 2000/2001,2000,2001
Carlos Granero,27/05/1963,Spain,levante-ud,Season 2000/2001,2000,2001
JosÃ© Veiga,18/12/1976,Cape Verde,levante-ud,Season 1999/2000,1999,2000
Paco,15/03/1979,Spain,levante-ud,Season 1999/2000,1999,2000
Aurelio,07/10/1974,Spain,levante-ud,Season 1999/2000,1999,2000
Gartzen,03/07/1972,Spain,levante-ud,Season 1999/2000,1999,2000
Giner,31/12/1964,Spain,levante-ud,Season 1999/2000,1999,2000
Juanra,24/04/1980,Spain,levante-ud,Season 1999/2000,1999,2000
Luis LÃ³pez,11/01/1975,Spain,levante-ud,Season 1999/2000,1999,2000
Paco PeÃ±a,25/07/1978,Spain,levante-ud,Season 1999/2000,1999,2000
TomÃ s,19/12/1970,Spain,levante-ud,Season 1999/2000,1999,2000
Chicha,13/03/1976,Spain,levante-ud,Season 1999/2000,1999,2000
FÃ©lix Ettien,26/09/1979,Ivory Coast,levante-ud,Season 1999/2000,1999,2000
Fernando Sales,12/09/1977,Spain,levante-ud,Season 1999/2000,1999,2000
Francis,10/01/1975,Spain,levante-ud,Season 1999/2000,1999,2000
JesÃºs Lanza,10/08/1978,Spain,levante-ud,Season 1999/2000,1999,2000
JesÃºs SÃ¡nchez,26/11/1974,Spain,levante-ud,Season 1999/2000,1999,2000
Juba,29/11/1974,Guinea-Bissau,levante-ud,Season 1999/2000,1999,2000
Miguel,16/04/1974,Spain,levante-ud,Season 1999/2000,1999,2000
Miguel Ãngel,16/09/1978,Spain,levante-ud,Season 1999/2000,1999,2000
Vicente,16/07/1981,Spain,levante-ud,Season 1999/2000,1999,2000
Constantino,15/11/1967,Portugal,levante-ud,Season 1999/2000,1999,2000
Diego Torres,19/09/1978,Spain,levante-ud,Season 1999/2000,1999,2000
Tomislav Erceg,22/10/1971,Croatia,levante-ud,Season 1999/2000,1999,2000
Israel,28/08/1972,Spain,levante-ud,Season 1999/2000,1999,2000
Luci MartÃ­n,17/08/1972,Spain,levante-ud,Season 1999/2000,1999,2000
Salillas,07/01/1967,Spain,levante-ud,Season 1999/2000,1999,2000
Balaguer,01/12/1950,Spain,levante-ud,Season 1999/2000,1999,2000
Chilet,23/08/1974,Spain,levante-ud,Season 1998/1999,1998,1999
JosÃ© Veiga,18/12/1976,Cape Verde,levante-ud,Season 1998/1999,1998,1999
Antonio,20/11/1975,Spain,levante-ud,Season 1998/1999,1998,1999
Gartzen,03/07/1972,Spain,levante-ud,Season 1998/1999,1998,1999
Giner,31/12/1964,Spain,levante-ud,Season 1998/1999,1998,1999
Luis LÃ³pez,11/01/1975,Spain,levante-ud,Season 1998/1999,1998,1999
Paco PeÃ±a,25/07/1978,Spain,levante-ud,Season 1998/1999,1998,1999
RamÃ³n,20/11/1972,Spain,levante-ud,Season 1998/1999,1998,1999
Aitor,24/03/1976,Spain,levante-ud,Season 1998/1999,1998,1999
Carlos Sastre,03/08/1968,Spain,levante-ud,Season 1998/1999,1998,1999
Chicha,13/03/1976,Spain,levante-ud,Season 1998/1999,1998,1999
FÃ©lix Ettien,26/09/1979,Ivory Coast,levante-ud,Season 1998/1999,1998,1999
Fernando Sales,12/09/1977,Spain,levante-ud,Season 1998/1999,1998,1999
Gibanel,27/08/1975,Spain,levante-ud,Season 1998/1999,1998,1999
JesÃºs SÃ¡nchez,26/11/1974,Spain,levante-ud,Season 1998/1999,1998,1999
Juba,29/11/1974,Guinea-Bissau,levante-ud,Season 1998/1999,1998,1999
Lalo,12/06/1977,Spain,levante-ud,Season 1998/1999,1998,1999
Miguel,16/04/1974,Spain,levante-ud,Season 1998/1999,1998,1999
Vicente,16/07/1981,Spain,levante-ud,Season 1998/1999,1998,1999
Constantino,15/11/1967,Portugal,levante-ud,Season 1998/1999,1998,1999
Kali Garrido,14/09/1972,Spain,levante-ud,Season 1998/1999,1998,1999
Kiko,15/12/1973,Spain,levante-ud,Season 1998/1999,1998,1999
Salillas,07/01/1967,Spain,levante-ud,Season 1998/1999,1998,1999
Balaguer,01/12/1950,Spain,levante-ud,Season 1998/1999,1998,1999
Balaguer,06/05/1966,Spain,levante-ud,Season 1997/1998,1997,1998
Villanueva,27/07/1965,Spain,levante-ud,Season 1997/1998,1997,1998
Casablanca,17/02/1977,Spain,levante-ud,Season 1997/1998,1997,1998
Chema,13/04/1970,Spain,levante-ud,Season 1997/1998,1997,1998
Del Val,21/07/1968,Spain,levante-ud,Season 1997/1998,1997,1998
IÃ±aki,05/10/1974,Spain,levante-ud,Season 1997/1998,1997,1998
Lauren,19/01/1977,Cameroon,levante-ud,Season 1997/1998,1997,1998
Osvaldo Peralta,02/02/1971,Paraguay,levante-ud,Season 1997/1998,1997,1998
Ruiz Otxoa,12/03/1973,Spain,levante-ud,Season 1997/1998,1997,1998
Sandro,31/10/1971,Brazil,levante-ud,Season 1997/1998,1997,1998
Brahim Thiam,24/02/1974,Mali,levante-ud,Season 1997/1998,1997,1998
FÃ©lix Ettien,26/09/1979,Ivory Coast,levante-ud,Season 1997/1998,1997,1998
Fede MarÃ­n,31/03/1972,Spain,levante-ud,Season 1997/1998,1997,1998
Ino,11/10/1974,Spain,levante-ud,Season 1997/1998,1997,1998
Idrissa Keita,10/04/1977,Ivory Coast,levante-ud,Season 1997/1998,1997,1998
Lima,21/02/1975,Brazil,levante-ud,Season 1997/1998,1997,1998
Manolo,27/11/1963,Spain,levante-ud,Season 1997/1998,1997,1998
SuÃ¡rez,07/04/1974,Spain,levante-ud,Season 1997/1998,1997,1998
Vicente,16/07/1981,Spain,levante-ud,Season 1997/1998,1997,1998
David GÃ³mez,29/12/1971,Paraguay,levante-ud,Season 1997/1998,1997,1998
JosÃ© Maria,19/07/1970,Spain,levante-ud,Season 1997/1998,1997,1998
Juanito,08/12/1969,Spain,levante-ud,Season 1997/1998,1997,1998
Paniagua,20/03/1966,Spain,levante-ud,Season 1997/1998,1997,1998
RaÃºl IbÃ¡Ã±ez,10/11/1972,Spain,levante-ud,Season 1997/1998,1997,1998
Mate Å estan,12/02/1971,Croatia,levante-ud,Season 1997/1998,1997,1998
Balaguer,01/12/1950,Spain,levante-ud,Season 1997/1998,1997,1998
Aleksandar KociÄ,18/03/1969,Serbia,levante-ud,Season 1996/1997,1996,1997
RamÃ³n MartÃ­,29/03/1971,Spain,levante-ud,Season 1996/1997,1996,1997
Rodri,08/09/1964,Spain,levante-ud,Season 1996/1997,1996,1997
Del Val,21/07/1968,Spain,levante-ud,Season 1996/1997,1996,1997
Juanfran,15/07/1976,Spain,levante-ud,Season 1996/1997,1996,1997
NenÃ©,05/02/1975,Spain,levante-ud,Season 1996/1997,1996,1997
Osvaldo Peralta,02/02/1971,Paraguay,levante-ud,Season 1996/1997,1996,1997
RaÃºl,23/07/1971,Spain,levante-ud,Season 1996/1997,1996,1997
RaÃºl Ferrer,29/02/1972,Spain,levante-ud,Season 1996/1997,1996,1997
Rogelio Lamar,22/08/1972,Spain,levante-ud,Season 1996/1997,1996,1997
Soria,26/03/1974,Spain,levante-ud,Season 1996/1997,1996,1997
Caco MorÃ¡n,30/04/1973,Spain,levante-ud,Season 1996/1997,1996,1997
Fede MarÃ­n,31/03/1972,Spain,levante-ud,Season 1996/1997,1996,1997
Ino,11/10/1974,Spain,levante-ud,Season 1996/1997,1996,1997
Pablo GÃ³mez,21/05/1970,Spain,levante-ud,Season 1996/1997,1996,1997
Ruano,16/07/1974,Spain,levante-ud,Season 1996/1997,1996,1997
Mamadou Makhtar Sabaly,17/05/1973,Senegal,levante-ud,Season 1996/1997,1996,1997
SacarÃ©s,26/02/1972,Spain,levante-ud,Season 1996/1997,1996,1997
David GÃ³mez,29/12/1971,Paraguay,levante-ud,Season 1996/1997,1996,1997
IÃ±igo,05/04/1971,Spain,levante-ud,Season 1996/1997,1996,1997
Kaiku,26/07/1972,Spain,levante-ud,Season 1996/1997,1996,1997
Juan Ruiz DÃ­az,01/08/1968,Paraguay,levante-ud,Season 1996/1997,1996,1997
ManÃ©,25/03/1950,Spain,levante-ud,Season 1996/1997,1996,1997
RamÃ³n MartÃ­,29/03/1971,Spain,levante-ud,Season 1995/1996,1995,1996
Rodri,08/09/1964,Spain,levante-ud,Season 1995/1996,1995,1996
Albelda,14/08/1973,Spain,levante-ud,Season 1995/1996,1995,1996
Camarasa,08/05/1969,Spain,levante-ud,Season 1995/1996,1995,1996
Eduardo,11/06/1970,Spain,levante-ud,Season 1995/1996,1995,1996
Fael,08/10/1966,Spain,levante-ud,Season 1995/1996,1995,1996
Feliciano,30/11/1965,Spain,levante-ud,Season 1995/1996,1995,1996
FernÃ¡ndez Cuesta,20/04/1969,Spain,levante-ud,Season 1995/1996,1995,1996
Juanfran,15/07/1976,Spain,levante-ud,Season 1995/1996,1995,1996
RaÃºl,23/07/1971,Spain,levante-ud,Season 1995/1996,1995,1996
CÃ©sar de Loma,14/07/1975,Spain,levante-ud,Season 1995/1996,1995,1996
Fede MarÃ­n,31/03/1972,Spain,levante-ud,Season 1995/1996,1995,1996
Guerrero,08/09/1967,Spain,levante-ud,Season 1995/1996,1995,1996
Herrero Maestre,10/10/1967,Spain,levante-ud,Season 1995/1996,1995,1996
Recha,07/06/1967,Spain,levante-ud,Season 1995/1996,1995,1996
Benito,30/04/1972,Spain,levante-ud,Season 1995/1996,1995,1996
IÃ±igo,05/04/1971,Spain,levante-ud,Season 1995/1996,1995,1996
JuliÃ¡n,04/01/1969,Spain,levante-ud,Season 1995/1996,1995,1996
Nacho Sierra,21/08/1972,Spain,levante-ud,Season 1995/1996,1995,1996
Carlos SimÃ³n,12/12/1955,Spain,levante-ud,Season 1995/1996,1995,1996
RamÃ³n MartÃ­,29/03/1971,Spain,levante-ud,Season 1994/1995,1994,1995
Rodri,08/09/1964,Spain,levante-ud,Season 1994/1995,1994,1995
Albelda,14/08/1973,Spain,levante-ud,Season 1994/1995,1994,1995
Antonio Doncel,30/01/1967,Spain,levante-ud,Season 1994/1995,1994,1995
Ballesteros,04/09/1975,Spain,levante-ud,Season 1994/1995,1994,1995
Carrero,10/09/1971,Spain,levante-ud,Season 1994/1995,1994,1995
Juanfran,15/07/1976,Spain,levante-ud,Season 1994/1995,1994,1995
Llorens,01/09/1969,Spain,levante-ud,Season 1994/1995,1994,1995
Parri,16/12/1966,Spain,levante-ud,Season 1994/1995,1994,1995
Salva,30/09/1970,Spain,levante-ud,Season 1994/1995,1994,1995
Fabado,25/10/1968,Spain,levante-ud,Season 1994/1995,1994,1995
Gallego,26/01/1972,Spain,levante-ud,Season 1994/1995,1994,1995
Herrero Maestre,10/10/1967,Spain,levante-ud,Season 1994/1995,1994,1995
Masnou,22/02/1971,Spain,levante-ud,Season 1994/1995,1994,1995
Nadal,21/03/1970,Spain,levante-ud,Season 1994/1995,1994,1995
Ãriz,28/09/1970,Spain,levante-ud,Season 1994/1995,1994,1995
Eloy JimÃ©nez,14/06/1971,Spain,levante-ud,Season 1994/1995,1994,1995
Paco LÃ³pez,19/09/1967,Spain,levante-ud,Season 1994/1995,1994,1995
Juande Ramos,25/09/1954,Spain,levante-ud,Season 1994/1995,1994,1995
Rodri,08/09/1964,Spain,levante-ud,Season 1993/1994,1993,1994
Cudi,18/12/1966,Spain,levante-ud,Season 1993/1994,1993,1994
Juan Marrero,24/03/1968,Spain,levante-ud,Season 1993/1994,1993,1994
Izquierdo,12/03/1970,Spain,levante-ud,Season 1993/1994,1993,1994
JosÃ© Luis Oltra,24/03/1969,Spain,levante-ud,Season 1993/1994,1993,1994
Nadal,21/03/1970,Spain,levante-ud,Season 1993/1994,1993,1994
Ãriz,28/09/1970,Spain,levante-ud,Season 1993/1994,1993,1994
Prieto,30/06/1971,Spain,levante-ud,Season 1993/1994,1993,1994
Quini,25/03/1968,Spain,levante-ud,Season 1993/1994,1993,1994
Rajado,15/11/1969,Spain,levante-ud,Season 1993/1994,1993,1994
Albelda,14/08/1973,Spain,levante-ud,Season 1992/1993,1992,1993
Meji,25/04/1973,Spain,levante-ud,Season 1992/1993,1992,1993
Portillo,07/07/1970,Spain,levante-ud,Season 1992/1993,1992,1993
Ojeda,05/05/1973,Spain,levante-ud,Season 1992/1993,1992,1993
Quini,25/03/1968,Spain,levante-ud,Season 1992/1993,1992,1993
Albelda,14/08/1973,Spain,levante-ud,Season 1991/1992,1991,1992
Bernal,06/04/1968,Spain,levante-ud,Season 1991/1992,1991,1992
Marcelino,14/08/1965,Spain,levante-ud,Season 1991/1992,1991,1992
Meji,25/04/1973,Spain,levante-ud,Season 1991/1992,1991,1992
Pino,21/07/1969,Spain,levante-ud,Season 1991/1992,1991,1992
Zoran VujÄiÄ,01/10/1961,Croatia,levante-ud,Season 1991/1992,1991,1992
David Soria,04/04/1993,Spain,sevilla-fc,Season 2017/2018,2017,2018
Juan Soriano,23/08/1997,Spain,sevilla-fc,Season 2017/2018,2017,2018
Sergio Rico,01/09/1993,Spain,sevilla-fc,Season 2017/2018,2017,2018
Lionel Carole,12/04/1991,France,sevilla-fc,Season 2017/2018,2017,2018
SÃ©bastien Corchia,01/11/1990,France,sevilla-fc,Season 2017/2018,2017,2018
Daniel CarriÃ§o,04/08/1988,Portugal,sevilla-fc,Season 2017/2018,2017,2018
Escudero,02/09/1989,Spain,sevilla-fc,Season 2017/2018,2017,2018
Guilherme Arana,14/04/1997,Brazil,sevilla-fc,Season 2017/2018,2017,2018
Simon KjÃ¦r,26/03/1989,Denmark,sevilla-fc,Season 2017/2018,2017,2018
Miguel LayÃºn,25/06/1988,Mexico,sevilla-fc,Season 2017/2018,2017,2018
ClÃ©ment Lenglet,17/06/1995,France,sevilla-fc,Season 2017/2018,2017,2018
Gabriel Mercado,18/03/1987,Argentina,sevilla-fc,Season 2017/2018,2017,2018
NicolÃ¡s Pareja,19/01/1984,Argentina,sevilla-fc,Season 2017/2018,2017,2018
Ibrahim Amadou,06/04/1993,Cameroon,sevilla-fc,Season 2017/2018,2017,2018
Ãver Banega,29/06/1988,Argentina,sevilla-fc,Season 2017/2018,2017,2018
JoaquÃ­n Correa,13/08/1994,Argentina,sevilla-fc,Season 2017/2018,2017,2018
Ganso,12/10/1989,Brazil,sevilla-fc,Season 2017/2018,2017,2018
Johannes Geis,17/08/1993,Germany,sevilla-fc,Season 2017/2018,2017,2018
JesÃºs Navas,21/11/1985,Spain,sevilla-fc,Season 2017/2018,2017,2018
Mena,15/05/1998,Spain,sevilla-fc,Season 2017/2018,2017,2018
Steven N'Zonzi,15/12/1988,France,sevilla-fc,Season 2017/2018,2017,2018
Pablo Sarabia,11/05/1992,Spain,sevilla-fc,Season 2017/2018,2017,2018
Guido Pizarro,26/02/1990,Argentina,sevilla-fc,Season 2017/2018,2017,2018
Roque Mesa,07/06/1989,Spain,sevilla-fc,Season 2017/2018,2017,2018
Franco VÃ¡zquez,22/02/1989,Italy,sevilla-fc,Season 2017/2018,2017,2018
Wissam Ben Yedder,12/08/1990,France,sevilla-fc,Season 2017/2018,2017,2018
Carlos FernÃ¡ndez,22/05/1996,Spain,sevilla-fc,Season 2017/2018,2017,2018
JosÃ© Lara,07/03/2000,Spain,sevilla-fc,Season 2017/2018,2017,2018
Luis Muriel,16/04/1991,Colombia,sevilla-fc,Season 2017/2018,2017,2018
Nolito,15/10/1986,Spain,sevilla-fc,Season 2017/2018,2017,2018
Pozo,22/02/1999,Spain,sevilla-fc,Season 2017/2018,2017,2018
Sandro,09/07/1995,Spain,sevilla-fc,Season 2017/2018,2017,2018
JoaquÃ­n CaparrÃ³s,15/10/1955,Spain,sevilla-fc,Season 2017/2018,2017,2018
Ãlvarez,10/04/1955,Spain,sevilla-fc,Season 2017/2018,2017,2018
JosÃ© Luis Silva,15/09/1979,Spain,sevilla-fc,Season 2017/2018,2017,2018
David Soria,04/04/1993,Spain,sevilla-fc,Season 2016/2017,2016,2017
JosÃ© Antonio Caro,03/05/1994,Spain,sevilla-fc,Season 2016/2017,2016,2017
Sergio Rico,01/09/1993,Spain,sevilla-fc,Season 2016/2017,2016,2017
Ãlex MuÃ±oz,30/07/1994,Spain,sevilla-fc,Season 2016/2017,2016,2017
Daniel CarriÃ§o,04/08/1988,Portugal,sevilla-fc,Season 2016/2017,2016,2017
David Carmona,11/01/1997,Spain,sevilla-fc,Season 2016/2017,2016,2017
Diego GonzÃ¡lez,28/01/1995,Spain,sevilla-fc,Season 2016/2017,2016,2017
Escudero,02/09/1989,Spain,sevilla-fc,Season 2016/2017,2016,2017
Cristian GonzÃ¡lez,23/07/1996,Uruguay,sevilla-fc,Season 2016/2017,2016,2017
ClÃ©ment Lenglet,17/06/1995,France,sevilla-fc,Season 2016/2017,2016,2017
Mariano,23/06/1986,Brazil,sevilla-fc,Season 2016/2017,2016,2017
Matos,06/05/1995,Spain,sevilla-fc,Season 2016/2017,2016,2017
Gabriel Mercado,18/03/1987,Argentina,sevilla-fc,Season 2016/2017,2016,2017
NicolÃ¡s Pareja,19/01/1984,Argentina,sevilla-fc,Season 2016/2017,2016,2017
Adil Rami,27/12/1985,France,sevilla-fc,Season 2016/2017,2016,2017
BenoÃ®t TrÃ©moulinas,28/12/1985,France,sevilla-fc,Season 2016/2017,2016,2017
Borja Lasso,01/01/1994,Spain,sevilla-fc,Season 2016/2017,2016,2017
JoaquÃ­n Correa,13/08/1994,Argentina,sevilla-fc,Season 2016/2017,2016,2017
CotÃ¡n,19/09/1995,Spain,sevilla-fc,Season 2016/2017,2016,2017
Ganso,12/10/1989,Brazil,sevilla-fc,Season 2016/2017,2016,2017
Iborra,16/01/1988,Spain,sevilla-fc,Season 2016/2017,2016,2017
MatÃ­as Kranevitter,21/05/1993,Argentina,sevilla-fc,Season 2016/2017,2016,2017
Michael Krohn-Dehli,06/06/1983,Denmark,sevilla-fc,Season 2016/2017,2016,2017
Mena,15/05/1998,Spain,sevilla-fc,Season 2016/2017,2016,2017
Walter Montoya,21/07/1993,Argentina,sevilla-fc,Season 2016/2017,2016,2017
Steven N'Zonzi,15/12/1988,France,sevilla-fc,Season 2016/2017,2016,2017
Samir Nasri,26/06/1987,France,sevilla-fc,Season 2016/2017,2016,2017
Pablo Sarabia,11/05/1992,Spain,sevilla-fc,Season 2016/2017,2016,2017
Franco VÃ¡zquez,22/02/1989,Italy,sevilla-fc,Season 2016/2017,2016,2017
Wissam Ben Yedder,12/08/1990,France,sevilla-fc,Season 2016/2017,2016,2017
Carlos FernÃ¡ndez,22/05/1996,Spain,sevilla-fc,Season 2016/2017,2016,2017
Stevan JovetiÄ,02/11/1989,Montenegro,sevilla-fc,Season 2016/2017,2016,2017
Pozo,22/02/1999,Spain,sevilla-fc,Season 2016/2017,2016,2017
Luciano Vietto,05/12/1993,Argentina,sevilla-fc,Season 2016/2017,2016,2017
Vitolo,02/11/1989,Spain,sevilla-fc,Season 2016/2017,2016,2017
Lillo,02/11/1965,Spain,sevilla-fc,Season 2016/2017,2016,2017
Javier GarcÃ­a,04/07/1979,Spain,sevilla-fc,Season 2016/2017,2016,2017
Beto,01/05/1982,Portugal,sevilla-fc,Season 2015/2016,2015,2016
David Soria,04/04/1993,Spain,sevilla-fc,Season 2015/2016,2015,2016
Sergio Rico,01/09/1993,Spain,sevilla-fc,Season 2015/2016,2015,2016
Marco Andreolli,10/06/1986,Italy,sevilla-fc,Season 2015/2016,2015,2016
Coke,26/04/1987,Spain,sevilla-fc,Season 2015/2016,2015,2016
Daniel CarriÃ§o,04/08/1988,Portugal,sevilla-fc,Season 2015/2016,2015,2016
David Carmona,11/01/1997,Spain,sevilla-fc,Season 2015/2016,2015,2016
Diego GonzÃ¡lez,28/01/1995,Spain,sevilla-fc,Season 2015/2016,2015,2016
Escudero,02/09/1989,Spain,sevilla-fc,Season 2015/2016,2015,2016
Federico Fazio,17/03/1987,Argentina,sevilla-fc,Season 2015/2016,2015,2016
